,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Investments,-109912000.0,-893000.0,-466000.0,-32204000.0
Change To Liabilities,142992000.0,31199000.0,213649000.0,247874000.0
Total Cashflows From Investing Activities,-2898613000.0,-499323000.0,-617596000.0,-402670000.0
Net Borrowings,2545730000.0,-221802000.0,241994000.0,447814000.0
Total Cash From Financing Activities,2360877000.0,-601365000.0,177687000.0,-16570000.0
Change To Operating Activities,-21694000.0,61420000.0,-195725000.0,-51519000.0
Net Income,485956000.0,445596000.0,402044000.0,293346000.0
Change In Cash,45079000.0,17063000.0,86489000.0,-60519000.0
Repurchase Of Stock,-131643000.0,-272696000.0,-36236000.0,-458370000.0
Effect Of Exchange Rate,425000.0,1774000.0,-153000.0,-68000.0
Total Cash From Operating Activities,582390000.0,1115977000.0,526551000.0,358789000.0
Depreciation,420895000.0,301960000.0,280198000.0,246513000.0
Other Cashflows From Investing Activities,535000.0,542000.0,1964000.0,714000.0
Dividends Paid,-34022000.0,-28891000.0,-23236000.0,-23236000.0
Change To Inventory,1418000.0,9860000.0,52168000.0,-28131000.0
Change To Account Receivables,-580398000.0,224890000.0,-226897000.0,-568757000.0
Other Cashflows From Financing Activities,-19188000.0,-77976000.0,-4835000.0,-6014000.0
Change To Netincome,124816000.0,35926000.0,-756000.0,218193000.0
Capital Expenditures,-385852000.0,-260052000.0,-261762000.0,-293595000.0
