,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Intangible Assets,1801180000.0,388999000.0,403931000.0,415122000.0
Capital Surplus,2615410000.0,2232319000.0,2208905000.0,2183728000.0
Total Liab,7738268000.0,6041884000.0,4230802000.0,4177251000.0
Total Stockholder Equity,5112301000.0,4630710000.0,4486732000.0,4374943000.0
Minority Interest,4620000.0,3122000.0,3062000.0,5220000.0
Deferred Long Term Liab,10100000.0,,,
Other Current Liab,802872000.0,501142000.0,503219000.0,499527000.0
Total Assets,12855189000.0,10675716000.0,8720596000.0,8557414000.0
Common Stock,2000.0,2000.0,2000.0,2000.0
Other Current Assets,1836000.0,2108000.0,1460000.0,1518000.0
Retained Earnings,3714843000.0,3620409000.0,3454682000.0,3346299000.0
Other Liab,678407000.0,585111000.0,579847000.0,553623000.0
Good Will,3528886000.0,2145963000.0,2136133000.0,2124089000.0
Treasury Stock,-1217954000.0,-1222020000.0,-1176857000.0,-1155086000.0
Other Assets,377544000.0,398838000.0,411119000.0,396575000.0
Cash,229097000.0,1696210000.0,212473000.0,200218000.0
Total Current Liabilities,3164960000.0,2364548000.0,2131133000.0,2100060000.0
Short Long Term Debt,12233000.0,9980000.0,10591000.0,9721000.0
Other Stockholder Equity,-237689000.0,-242986000.0,-216563000.0,-224458000.0
Property Plant Equipment,2160302000.0,1833782000.0,1845778000.0,1835657000.0
Total Current Assets,4732577000.0,5704134000.0,3733935000.0,3605571000.0
Long Term Investments,254700000.0,204000000.0,189700000.0,180400000.0
Net Tangible Assets,-217765000.0,2095748000.0,1946668000.0,1835732000.0
Net Receivables,4204171000.0,3762851000.0,3240170000.0,3185639000.0
Long Term Debt,3723113000.0,2928948000.0,1351715000.0,1345933000.0
Inventory,84659000.0,61959000.0,62154000.0,51009000.0
Accounts Payable,1251118000.0,956873000.0,879578000.0,842110000.0
