,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Intangible Assets,1801180000.0,435655000.0,413734000.0,280180000.0
Capital Surplus,2615410000.0,2170026000.0,2024610000.0,1967354000.0
Total Liab,7738268000.0,4049300000.0,4277851000.0,3470334000.0
Total Stockholder Equity,5112301000.0,4344181000.0,4050292000.0,3604159000.0
Minority Interest,4620000.0,4791000.0,3539000.0,1294000.0
Deferred Long Term Liab,10100000.0,9700000.0,6695000.0,6300000.0
Other Current Liab,802872000.0,528864000.0,775309000.0,479138000.0
Total Assets,12855189000.0,8398272000.0,8331682000.0,7075787000.0
Common Stock,2000.0,2000.0,2000.0,2000.0
Other Current Assets,1836000.0,1275000.0,4026000.0,17286000.0
Retained Earnings,3714843000.0,3264967000.0,2854271000.0,2477291000.0
Other Liab,678407000.0,557628000.0,526086000.0,623675000.0
Good Will,3528886000.0,2121014000.0,2022675000.0,1899879000.0
Treasury Stock,-1217954000.0,-1090814000.0,-828591000.0,-840488000.0
Other Assets,377544000.0,351313000.0,303696000.0,293592000.0
Cash,229097000.0,184620000.0,164798000.0,78687000.0
Total Current Liabilities,3164960000.0,2138556000.0,2263049000.0,1806127000.0
Short Long Term Debt,12233000.0,10531000.0,67887000.0,32224000.0
Other Stockholder Equity,-237689000.0,-232997000.0,-241818000.0,-286048000.0
Property Plant Equipment,2160302000.0,1817501000.0,1671023000.0,1276032000.0
Total Current Assets,4732577000.0,3588389000.0,3830986000.0,3326104000.0
Long Term Investments,254700000.0,84400000.0,89568000.0,
Net Tangible Assets,-217765000.0,1787512000.0,1613883000.0,1424100000.0
Net Receivables,4204171000.0,3170315000.0,3349479000.0,2931928000.0
Long Term Debt,3723113000.0,1172066000.0,1291678000.0,1039598000.0
Inventory,84659000.0,50472000.0,55719000.0,107732000.0
Accounts Payable,1251118000.0,798023000.0,798718000.0,786546000.0
Deferred Long Term Asset Charges,,,12545000.0,
