,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Investments,6544000.0,-5149000.0,2465000.0,-113772000.0
Change To Liabilities,-119814000.0,229234000.0,67577000.0,-34005000.0
Total Cashflows From Investing Activities,-2482900000.0,-96536000.0,-96371000.0,-222806000.0
Net Borrowings,783783000.0,1598569000.0,-3196000.0,166574000.0
Total Cash From Financing Activities,766051000.0,1563590000.0,-81753000.0,112989000.0
Change To Operating Activities,-1546000.0,31379000.0,-53275000.0,1748000.0
Net Income,104797000.0,174365000.0,117033000.0,89761000.0
Change In Cash,-1467209000.0,1484381000.0,12100000.0,15807000.0
Repurchase Of Stock,-1825000.0,-20402000.0,-66021000.0,-43395000.0
Effect Of Exchange Rate,-313000.0,-549000.0,1276000.0,11000.0
Total Cash From Operating Activities,249953000.0,17876000.0,188948000.0,125613000.0
Depreciation,168997000.0,84388000.0,84048000.0,83462000.0
Dividends Paid,-8395000.0,-8414000.0,-8415000.0,-8798000.0
Change To Inventory,7557000.0,5000.0,-5709000.0,-435000.0
Change To Account Receivables,28308000.0,-508313000.0,-73636000.0,-26757000.0
Other Cashflows From Financing Activities,-7512000.0,-6163000.0,-4121000.0,-1392000.0
Change To Netincome,58858000.0,2899000.0,52066000.0,10993000.0
Capital Expenditures,-152856000.0,-74612000.0,-74898000.0,-83486000.0
Other Cashflows From Investing Activities,,255000.0,273000.0,7000.0
