,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,1346282000.0,1317399000.0,1326977000.0,1271604000.0,1256181000.0,1230330000.0,1181043000.0,1581429000.0
Capital Surplus,4325803000.0,4335799000.0,4340078000.0,4347151000.0,4392396000.0,4407253000.0,4412553000.0,4409051000.0
Total Liab,13279710000.0,12681748000.0,12952733000.0,12923141000.0,13101914000.0,13197859000.0,13520552000.0,14795777000.0
Total Stockholder Equity,1024300000.0,937359000.0,1136729000.0,959707000.0,1147742000.0,973882000.0,855952000.0,757723000.0
Minority Interest,63543000.0,63553000.0,59805000.0,61601000.0,64660000.0,62654000.0,73527000.0,74476000.0
Other Current Liab,252034000.0,289672000.0,483652000.0,333682000.0,295727000.0,297204000.0,519828000.0,301965000.0
Total Assets,14367553000.0,13682660000.0,14149267000.0,13944449000.0,14314316000.0,14234395000.0,14450031000.0,15627976000.0
Common Stock,2881000.0,2882000.0,2883000.0,2888000.0,2895000.0,2895000.0,2898000.0,2906000.0
Other Current Assets,184292000.0,190194000.0,205380000.0,220564000.0,222231000.0,223266000.0,224020000.0,243412000.0
Other Liab,319425000.0,329926000.0,381823000.0,365278000.0,406359000.0,391830000.0,367987000.0,755388000.0
Good Will,4421062000.0,4461529000.0,4557609000.0,4520775000.0,4508754000.0,4472641000.0,4463531000.0,5023691000.0
Treasury Stock,-3304384000.0,-3401322000.0,-3206232000.0,-3390332000.0,-3247549000.0,-3436266000.0,-3559499000.0,-3654234000.0
Other Assets,201769000.0,331820000.0,252525000.0,258308000.0,260379000.0,260758000.0,274163000.0,336532000.0
Cash,907180000.0,151972000.0,205063000.0,138944000.0,315928000.0,161439000.0,255828000.0,195660000.0
Total Current Liabilities,2383271000.0,1890903000.0,1995695000.0,1927447000.0,1748202000.0,1826307000.0,2018580000.0,1700532000.0
Short Long Term Debt,836630000.0,349966000.0,150610000.0,321219000.0,62546000.0,275702000.0,268260000.0,51783000.0
Other Stockholder Equity,-3304384000.0,-3401322000.0,-3206232000.0,-3390332000.0,-3247549000.0,-3436266000.0,-3559499000.0,-3654234000.0
Property Plant Equipment,6483393000.0,6422086000.0,6698945000.0,6671939000.0,6797803000.0,6896665000.0,6982566000.0,7014274000.0
Total Current Assets,1897373000.0,1134025000.0,1269787000.0,1174491000.0,1390608000.0,1269053000.0,1441267000.0,1527695000.0
Long Term Investments,17674000.0,15801000.0,43424000.0,47332000.0,100591000.0,104948000.0,107461000.0,144355000.0
Net Tangible Assets,-4743044000.0,-4841569000.0,-4747857000.0,-4832672000.0,-4617193000.0,-4729089000.0,-4788622000.0,-5847397000.0
Net Receivables,805901000.0,791859000.0,859344000.0,814983000.0,852449000.0,884348000.0,961419000.0,1063723000.0
Long Term Debt,8461102000.0,8330688000.0,8207455000.0,8257828000.0,8451833000.0,8493591000.0,8646952000.0,9841408000.0
Inventory,,,,,,,,24900000.0
Accounts Payable,296629000.0,302618000.0,359863000.0,327060000.0,321286000.0,324210000.0,369145000.0,424064000.0
Deferred Long Term Liab,87825000.0,,108207000.0,,,,113127000.0,
Deferred Long Term Asset Charges,,,25018000.0,,,,16903000.0,
