,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Change To Liabilities,-16000000.0,5000000.0,26000000.0,-19000000.0,-1000000.0,5000000.0,4000000.0
Total Cashflows From Investing Activities,-382000000.0,-376000000.0,-252000000.0,-305000000.0,-165000000.0,-213000000.0,-212000000.0
Net Borrowings,1480000000.0,30000000.0,-16000000.0,487000000.0,-16000000.0,128000000.0,236000000.0
Total Cash From Financing Activities,1461000000.0,28000000.0,-15000000.0,498000000.0,-17000000.0,-31000000.0,234000000.0
Change To Operating Activities,-25000000.0,-109000000.0,-35000000.0,-215000000.0,40000000.0,-101000000.0,155000000.0
Net Income,-820000000.0,-565000000.0,-299000000.0,-278000000.0,-192000000.0,-368000000.0,-123000000.0
Change In Cash,414000000.0,-634000000.0,-261000000.0,-12000000.0,-14000000.0,-410000000.0,224000000.0
Effect Of Exchange Rate,-13000000.0,8000000.0,2000000.0,-12000000.0,2000000.0,-7000000.0,1000000.0
Total Cash From Operating Activities,-652000000.0,-294000000.0,4000000.0,-193000000.0,166000000.0,-159000000.0,201000000.0
Depreciation,298000000.0,306000000.0,307000000.0,269000000.0,272000000.0,276000000.0,280000000.0
Other Cashflows From Investing Activities,-17000000.0,-17000000.0,-17000000.0,-17000000.0,-11000000.0,-17000000.0,-18000000.0
Change To Account Receivables,66000000.0,162000000.0,8000000.0,40000000.0,44000000.0,-12000000.0,-29000000.0
Other Cashflows From Financing Activities,-21000000.0,-6000000.0,-1000000.0,-8000000.0,-1000000.0,-159000000.0,-2000000.0
Change To Netincome,-165000000.0,-105000000.0,-14000000.0,-2000000.0,-10000000.0,28000000.0,-100000000.0
Capital Expenditures,-382000000.0,-376000000.0,-252000000.0,-291000000.0,-157000000.0,-192000000.0,-188000000.0
Issuance Of Stock,2000000.0,4000000.0,2000000.0,19000000.0,,,
