,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-3414998000.0,2530150000.0,-1911000000.0,652000000.0,-6275000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-14484094000.0,-11062019000.0,-17035000000.0,-21855000000.0,-29143000000.0
Net Borrowings,3267355000.0,400000000.0,3800000000.0,-745000000.0,-8055000000.0
Total Cash From Financing Activities,13661255000.0,10464953000.0,14985000000.0,24719000000.0,35791000000.0
Change To Operating Activities,6953000.0,17687000.0,201000000.0,-72000000.0,385000000.0
Issuance Of Stock,519572000.0,213507000.0,189000000.0,540000000.0,804000000.0
Net Income,757660000.0,853828000.0,930000000.0,1064000000.0,1478000000.0
Change In Cash,189299000.0,514138000.0,-1111000000.0,3395000000.0,7852000000.0
Repurchase Of Stock,-111856000.0,-51603000.0,-90000000.0,-62000000.0,-106000000.0
Total Cash From Operating Activities,1012138000.0,1111204000.0,939000000.0,531000000.0,1204000000.0
Depreciation,91954000.0,114363000.0,138000000.0,166000000.0,184000000.0
Other Cashflows From Investing Activities,-141130000.0,-18090000.0,-89000000.0,-570000000.0,-271000000.0
Dividends Paid,-165589000.0,-175568000.0,-177000000.0,-198000000.0,-254000000.0
Other Cashflows From Financing Activities,10307623000.0,10138457000.0,11070000000.0,24792000000.0,41362000000.0
Change To Netincome,155571000.0,125326000.0,-330000000.0,-627000000.0,-843000000.0
Capital Expenditures,-166706000.0,-133875000.0,-168000000.0,-149000000.0,-198000000.0
