,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,596000000.0,632000000.0,630000000.0,575000000.0,523000000.0,497000000.0,418000000.0
Capital Surplus,55637000000.0,55662000000.0,55679000000.0,56340000000.0,56390000000.0,56398000000.0,56396000000.0
Total Liab,1050469000000.0,1037741000000.0,1065456000000.0,1202151000000.0,1284401000000.0,1335335000000.0,1353222000000.0
Total Stockholder Equity,78826000000.0,81447000000.0,84729000000.0,88461000000.0,92687000000.0,96344000000.0,99223000000.0
Minority Interest,1025000000.0,1668000000.0,1640000000.0,1733000000.0,1631000000.0,1598000000.0,840000000.0
Other Current Liab,155387000000.0,125160000000.0,145401000000.0,205727000000.0,194119000000.0,177460000000.0,212433000000.0
Total Assets,1141523000000.0,1132059000000.0,1163028000000.0,1301548000000.0,1387922000000.0,1443230000000.0,1463988000000.0
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0
Other Current Assets,71629000000.0,81598000000.0,69468000000.0,63635000000.0,76817000000.0,70414000000.0,69228000000.0
Retained Earnings,106248000000.0,109033000000.0,112947000000.0,119210000000.0,124051000000.0,128631000000.0,131811000000.0
Other Liab,226192000000.0,244628000000.0,212852000000.0,235154000000.0,265588000000.0,309399000000.0,283625000000.0
Good Will,4196000000.0,4333000000.0,4332000000.0,4332000000.0,4332000000.0,4326000000.0,4285000000.0
Treasury Stock,-83068000000.0,-83257000000.0,-83906000000.0,-87098000000.0,-87763000000.0,-88694000000.0,-88993000000.0
Cash,132599000000.0,153201000000.0,155842000000.0,191155000000.0,240289000000.0,211830000000.0,261036000000.0
Total Current Liabilities,585891000000.0,563726000000.0,624645000000.0,733416000000.0,765569000000.0,771359000000.0,804148000000.0
Short Long Term Debt,23989000000.0,26833000000.0,25914000000.0,26756000000.0,26077000000.0,20631000000.0,18118000000.0
Other Stockholder Equity,2862000000.0,2673000000.0,2034000000.0,1534000000.0,1870000000.0,1940000000.0,2143000000.0
Property Plant Equipment,26045000000.0,25783000000.0,25427000000.0,24757000000.0,23140000000.0,20459000000.0,20386000000.0
Total Current Assets,1033393000000.0,1019835000000.0,1043516000000.0,1183197000000.0,1268518000000.0,1327438000000.0,1349466000000.0
Long Term Investments,77293000000.0,81476000000.0,89123000000.0,88687000000.0,91409000000.0,87389000000.0,89433000000.0
Net Tangible Assets,74034000000.0,76482000000.0,79767000000.0,83554000000.0,87832000000.0,91521000000.0,94520000000.0
Short Term Investments,273626000000.0,228668000000.0,250220000000.0,324329000000.0,350377000000.0,399733000000.0,384474000000.0
Net Receivables,229140000000.0,228236000000.0,243387000000.0,292275000000.0,299715000000.0,319217000000.0,327020000000.0
Long Term Debt,236224000000.0,227189000000.0,226018000000.0,231498000000.0,251115000000.0,252365000000.0,263466000000.0
Accounts Payable,199211000000.0,187357000000.0,190658000000.0,224268000000.0,238697000000.0,252120000000.0,251931000000.0
Other Assets,,,,,,3121000000.0,
