,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,46995000.0,41793000.0,36345000.0,13295000.0
Capital Surplus,872266000.0,916628000.0,973717000.0,1061173000.0
Total Liab,1987725000.0,2228151000.0,2693444000.0,3354635000.0
Total Stockholder Equity,2018642000.0,2016871000.0,2150087000.0,1675993000.0
Other Current Liab,50426000.0,389678000.0,303221000.0,295902000.0
Total Assets,4006367000.0,4245022000.0,4843531000.0,5030628000.0
Common Stock,146000.0,148000.0,149000.0,150000.0
Other Current Assets,5652000.0,143385000.0,75413000.0,71438000.0
Retained Earnings,1184441000.0,1139082000.0,1226986000.0,673855000.0
Other Liab,162304000.0,208340000.0,98113000.0,98389000.0
Good Will,555674000.0,546494000.0,550178000.0,502214000.0
Treasury Stock,-38211000.0,-38987000.0,-50765000.0,-59185000.0
Other Assets,179145000.0,181872000.0,165620000.0,96806000.0
Cash,312483000.0,557403000.0,788072000.0,1517361000.0
Total Current Liabilities,1060375000.0,1315977000.0,1422009000.0,1413276000.0
Deferred Long Term Asset Charges,82801000.0,112420000.0,82379000.0,23930000.0
Other Stockholder Equity,-38211000.0,-38987000.0,-50765000.0,-59185000.0
Property Plant Equipment,885774000.0,826868000.0,1384079000.0,1195338000.0
Total Current Assets,2337679000.0,2593628000.0,2702209000.0,3222975000.0
Net Tangible Assets,1415973000.0,1428584000.0,1563564000.0,1160484000.0
Net Receivables,609670000.0,665646000.0,724314000.0,550240000.0
Long Term Debt,765046000.0,703834000.0,592687000.0,1003556000.0
Inventory,1158548000.0,1019496000.0,892258000.0,895974000.0
Accounts Payable,561108000.0,560884000.0,618194000.0,575954000.0
Long Term Investments,1100000.0,54367000.0,5100000.0,
Short Long Term Debt,27000000.0,25000000.0,,
