,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,537555000.0,501583000.0,519917000.0,495919000.0
Capital Surplus,10222728000.0,10228086000.0,10229857000.0,10223711000.0
Total Liab,8647719000.0,8345513000.0,8575517000.0,7877244000.0
Total Stockholder Equity,7098673000.0,6840055000.0,6788345000.0,6764538000.0
Minority Interest,570048000.0,566253000.0,556227000.0,552144000.0
Other Current Liab,32648000.0,93046000.0,415737000.0,328167000.0
Total Assets,16316440000.0,15751821000.0,15920089000.0,15193926000.0
Common Stock,538318000.0,538355000.0,538405000.0,538886000.0
Other Current Assets,484392000.0,2315604000.0,2693512000.0,1442540000.0
Other Liab,863175000.0,974052000.0,1331252000.0,1323771000.0
Treasury Stock,-3662373000.0,-3926386000.0,-3979917000.0,-3998059000.0
Other Assets,750510000.0,737098000.0,665106000.0,650518000.0
Cash,730957000.0,197119000.0,44226000.0,34007000.0
Total Current Liabilities,882933000.0,818286000.0,920102000.0,1655721000.0
Short Long Term Debt,4269000.0,1884000.0,13015000.0,11572000.0
Other Stockholder Equity,-3662373000.0,-3926386000.0,-3979917000.0,-3998059000.0
Property Plant Equipment,12980728000.0,11225062000.0,11312107000.0,11347374000.0
Total Current Assets,1587261000.0,2851807000.0,3020088000.0,2300274000.0
Long Term Investments,460386000.0,436271000.0,402871000.0,399841000.0
Net Tangible Assets,6561118000.0,6338472000.0,6268428000.0,6268619000.0
Net Receivables,371912000.0,339084000.0,282350000.0,823727000.0
Long Term Debt,6724582000.0,6378173000.0,6155374000.0,4713327000.0
Accounts Payable,846016000.0,723356000.0,271919000.0,241819000.0
Deferred Long Term Asset Charges,,,87191000.0,
