,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,3551000000.0,3494000000.0,3560000000.0,3799000000.0
Capital Surplus,7104000000.0,7155000000.0,7292000000.0,7505000000.0
Total Liab,45231000000.0,45139000000.0,46789000000.0,45302000000.0
Total Stockholder Equity,18147000000.0,18074000000.0,17549000000.0,17986000000.0
Minority Interest,226000000.0,246000000.0,248000000.0,273000000.0
Other Current Liab,362000000.0,361000000.0,4323000000.0,300000000.0
Total Assets,63604000000.0,63459000000.0,64586000000.0,63561000000.0
Common Stock,958000000.0,958000000.0,958000000.0,958000000.0
Other Current Assets,1540000000.0,1427000000.0,1453000000.0,1645000000.0
Retained Earnings,39080000000.0,39203000000.0,39905000000.0,40682000000.0
Other Liab,9707000000.0,9671000000.0,10609000000.0,10588000000.0
Good Will,15518000000.0,15666000000.0,16058000000.0,16981000000.0
Treasury Stock,-28995000000.0,-29242000000.0,-30606000000.0,-31159000000.0
Other Assets,9547000000.0,9282000000.0,9765000000.0,10127000000.0
Cash,13778000000.0,14036000000.0,14275000000.0,11718000000.0
Total Current Liabilities,17341000000.0,17184000000.0,19197000000.0,17950000000.0
Deferred Long Term Asset Charges,106000000.0,154000000.0,760000000.0,762000000.0
Short Long Term Debt,906000000.0,924000000.0,2385000000.0,1576000000.0
Other Stockholder Equity,-3310000000.0,-3436000000.0,-3377000000.0,-3184000000.0
Property Plant Equipment,6041000000.0,6144000000.0,6343000000.0,6321000000.0
Total Current Assets,28321000000.0,28200000000.0,28175000000.0,25587000000.0
Long Term Investments,626000000.0,673000000.0,685000000.0,746000000.0
Net Tangible Assets,-922000000.0,-1086000000.0,-2069000000.0,-2794000000.0
Short Term Investments,1349000000.0,972000000.0,945000000.0,942000000.0
Net Receivables,6901000000.0,7060000000.0,7013000000.0,6675000000.0
Long Term Debt,17447000000.0,17552000000.0,16218000000.0,16010000000.0
Inventory,4753000000.0,4705000000.0,4489000000.0,4607000000.0
Accounts Payable,5366000000.0,5270000000.0,5750000000.0,5792000000.0
