,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Change To Liabilities,120000000.0,252000000.0,92000000.0,-18000000.0,72000000.0,140000000.0,-17000000.0,25000000.0
Total Cashflows From Investing Activities,-32000000.0,-50000000.0,-90000000.0,-54000000.0,-55000000.0,-71000000.0,-88000000.0,559000000.0
Net Borrowings,160000000.0,-307000000.0,-302000000.0,-100000000.0,-1000000.0,-352000000.0,-251000000.0,-1000000.0
Total Cash From Financing Activities,66000000.0,-413000000.0,-385000000.0,-239000000.0,-95000000.0,-466000000.0,-343000000.0,-393000000.0
Change To Operating Activities,62000000.0,215000000.0,-133000000.0,-36000000.0,29000000.0,94000000.0,-81000000.0,-426000000.0
Net Income,78000000.0,304000000.0,127000000.0,89000000.0,197000000.0,190000000.0,96000000.0,234000000.0
Change In Cash,147000000.0,231000000.0,156000000.0,-332000000.0,-41000000.0,-131000000.0,-40000000.0,-98000000.0
Repurchase Of Stock,-9000000.0,-9000000.0,-39000000.0,-39000000.0,-275000000.0,-275000000.0,-275000000.0,-275000000.0
Effect Of Exchange Rate,4000000.0,6000000.0,19000000.0,-14000000.0,8000000.0,-8000000.0,-3000000.0,8000000.0
Total Cash From Operating Activities,109000000.0,688000000.0,612000000.0,-25000000.0,101000000.0,414000000.0,394000000.0,-272000000.0
Depreciation,85000000.0,91000000.0,90000000.0,86000000.0,80000000.0,78000000.0,81000000.0,76000000.0
Other Cashflows From Investing Activities,4000000.0,-1000000.0,10000000.0,9000000.0,9000000.0,-8000000.0,20000000.0,9000000.0
Dividends Paid,-98000000.0,-97000000.0,-98000000.0,-100000000.0,-98000000.0,-98000000.0,-98000000.0,-100000000.0
Change To Inventory,-3000000.0,6000000.0,110000000.0,-283000000.0,-103000000.0,-102000000.0,92000000.0,-403000000.0
Change To Account Receivables,-231000000.0,-157000000.0,187000000.0,122000000.0,-172000000.0,6000000.0,174000000.0,14000000.0
Other Cashflows From Financing Activities,-18000000.0,-18000000.0,-18000000.0,-26000000.0,-26000000.0,-26000000.0,-7000000.0,-17000000.0
Change To Netincome,-2000000.0,-23000000.0,139000000.0,15000000.0,-2000000.0,8000000.0,49000000.0,208000000.0
Capital Expenditures,-36000000.0,-64000000.0,-101000000.0,-54000000.0,-60000000.0,-67000000.0,-108000000.0,-70000000.0
Issuance Of Stock,4000000.0,33000000.0,33000000.0,4000000.0,4000000.0,10000000.0,13000000.0,
