,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-4319000000.0,-4099000000.0,-2504000000.0,-2836000000.0,-1843000000.0
Change To Liabilities,1087000000.0,564000000.0,863000000.0,5626000000.0,0.0
Total Cashflows From Investing Activities,-8599000000.0,-12385000000.0,-12699000000.0,-12532000000.0,-10372000000.0
Net Borrowings,-2615000000.0,4134000000.0,3994000000.0,2586000000.0,2481000000.0
Total Cash From Financing Activities,-3441000000.0,-4365000000.0,-5625000000.0,-3590000000.0,-7455000000.0
Change To Operating Activities,654000000.0,1081000000.0,-342000000.0,-2043000000.0,1522000000.0
Issuance Of Stock,688000000.0,838000000.0,1037000000.0,1440000000.0,
Net Income,10558000000.0,11986000000.0,13839000000.0,15403000000.0,17285000000.0
Change In Cash,1551000000.0,-1115000000.0,119000000.0,5936000000.0,4454000000.0
Repurchase Of Stock,-1500000000.0,-4500000000.0,-5500000000.0,-4250000000.0,-5000000000.0
Effect Of Exchange Rate,-5000000.0,-78000000.0,-20000000.0,-116000000.0,-62000000.0
Total Cash From Operating Activities,13596000000.0,15713000000.0,18463000000.0,22174000000.0,22343000000.0
Depreciation,1695000000.0,1822000000.0,1999000000.0,2077000000.0,3103000000.0
Other Cashflows From Investing Activities,-126000000.0,-226000000.0,219000000.0,-506000000.0,-1254000000.0
Dividends Paid,-2773000000.0,-3320000000.0,-3932000000.0,-4584000000.0,-5280000000.0
Change To Account Receivables,-1062000000.0,-1351000000.0,162000000.0,-688000000.0,
Other Cashflows From Financing Activities,2759000000.0,-1517000000.0,-1224000000.0,1218000000.0,344000000.0
Change To Netincome,114000000.0,1005000000.0,1221000000.0,985000000.0,433000000.0
Capital Expenditures,-2023000000.0,-2063000000.0,-2071000000.0,-2051000000.0,-2454000000.0
