Date,Open,High,Low,Close,Adj Close,Volume
2018-09-04-00-00-00,18.66,21.18,18.6,20.75,20.75,10007500
2018-09-05-00-00-00,20.440001000000002,20.450001,18.799999,18.799999,18.799999,7036900
2018-09-06-00-00-00,19.280001000000002,19.780001000000002,18.91,19.110001,19.110001,3377700
2018-09-07-00-00-00,19.030001000000002,20.25,19.0,19.57,19.57,4413300
2018-09-10-00-00-00,19.68,20.049999,19.48,19.74,19.74,2649300
2018-09-11-00-00-00,19.549999,23.77,19.309998999999998,23.57,23.57,10743600
2018-09-12-00-00-00,22.77,23.75,22.02,23.040001,23.040001,8983000
2018-09-13-00-00-00,24.5,30.48,24.42,29.959999,29.959999,17080800
2018-09-14-00-00-00,28.889999,30.0,26.280001000000002,26.34,26.34,16722800
2018-09-17-00-00-00,25.98,27.879998999999998,24.200001,24.360001,24.360001,7534400
2018-09-18-00-00-00,24.66,25.66,22.309998999999998,22.639999,22.639999,6798300
2018-09-19-00-00-00,23.280001000000002,24.360001,22.48,23.0,23.0,4488000
2018-09-20-00-00-00,23.360001,25.25,23.059998999999998,24.65,24.65,5147600
2018-09-21-00-00-00,25.51,26.59,24.43,25.6,25.6,6063500
2018-09-24-00-00-00,24.76,27.129998999999998,24.219998999999998,26.49,26.49,4746800
2018-09-25-00-00-00,26.15,27.799999,26.1,26.940001000000002,26.940001000000002,4184600
2018-09-26-00-00-00,26.98,27.110001,25.5,26.059998999999998,26.059998999999998,4111400
2018-09-27-00-00-00,26.360001,26.59,25.34,26.33,26.33,3154700
2018-09-28-00-00-00,26.0,26.299999,25.52,26.290001,26.290001,2564700
