Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2021-06-01-00-00-00,132.53999299999998,143.110001,132.369995,139.33999599999999,139.33999599999999,20851800,,
2021-06-02-00-00-00,137.63,140.11,136.2,139.9,,6041500,0.0,0.0
2021-06-03-00-00-00,135.29,136.74,131.51,133.45,,7189400,0.0,0.0
2021-06-04-00-00-00,134.7,136.37,131.65,132.17,,4380800,0.0,0.0
2021-06-07-00-00-00,130.01,131.69,126.81,127.93,,6139500,0.0,0.0
2021-06-08-00-00-00,128.21,128.76,124.94,127.0,,5268700,0.0,0.0
2021-06-09-00-00-00,128.08,130.93,125.19,125.52,,5134600,0.0,0.0
2021-06-10-00-00-00,125.52,126.21,121.94,123.2,,5806800,0.0,0.0
2021-06-11-00-00-00,123.0,123.599998,120.959999,121.970001,121.970001,4575000,,
2021-06-14-00-00-00,122.01,122.15,119.15,121.61,,4547800,0.0,0.0
2021-06-15-00-00-00,121.87,125.7,121.64,121.91,,4128500,0.0,0.0
2021-06-16-00-00-00,120.93,123.93,120.4,122.82,,3501200,0.0,0.0
2021-06-17-00-00-00,122.82,125.91,121.6,125.79,,5065500,0.0,0.0
2021-06-18-00-00-00,125.3,128.67,124.26,125.03,,13217800,0.0,0.0
2021-06-21-00-00-00,124.43,124.71,119.25,120.78,,5513500,0.0,0.0
2021-06-22-00-00-00,120.0,122.360001,116.970001,118.300003,118.300003,6015200,,
2021-06-23-00-00-00,120.25,122.66999799999999,118.360001,121.610001,121.610001,7050500,,
2021-06-24-00-00-00,122.800003,129.199997,122.0,127.720001,127.720001,8400100,,
2021-06-25-00-00-00,129.990005,130.470001,125.059998,127.599998,127.599998,5731800,,
2021-06-28-00-00-00,127.32,130.449997,124.050003,124.910004,124.910004,7437200,,
2021-06-29-00-00-00,124.73,133.81,122.56,133.55,,9966900,0.0,0.0
2021-06-30-00-00-00,132.14,132.5,126.92,127.02,,7401100,0.0,0.0
