,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,377034000.0,383823000.0,435893000.0,1500030000.0,1789628000.0
Capital Surplus,17662681000.0,18424368000.0,20190119000.0,20823145000.0,23133641000.0
Total Liab,12643799000.0,14331427000.0,16398247000.0,15258580000.0,15912452000.0
Total Stockholder Equity,13704644000.0,13913836000.0,15540444000.0,15972719000.0,17636001000.0
Minority Interest,877499000.0,1378311000.0,1442060000.0,1252343000.0,1361872000.0
Other Current Liab,38654000.0,,97094000.0,99916000.0,117013000.0
Total Assets,27944445000.0,30342072000.0,33380751000.0,32483642000.0,34910325000.0
Common Stock,372449000.0,384465000.0,411005000.0,418691000.0,448605000.0
Other Current Assets,815277000.0,785753000.0,1372411000.0,697278000.0,218792000.0
Other Liab,,,623733000.0,115411000.0,307316000.0
Good Will,68321000.0,68321000.0,68321000.0,68321000.0,68321000.0
Treasury Stock,-4330486000.0,-4894997000.0,-5060680000.0,-5269117000.0,-5946245000.0
Other Assets,374492000.0,317443000.0,188062000.0,673900000.0,1452550000.0
Cash,243777000.0,215376000.0,284917000.0,1545046000.0,269265000.0
Total Current Liabilities,911863000.0,1034283000.0,385749000.0,926183000.0,982087000.0
Short Long Term Debt,,71109000.0,53601000.0,118054000.0,39296000.0
Other Stockholder Equity,-4265927000.0,-4826498000.0,-4981725000.0,-5164627000.0,-5838495000.0
Property Plant Equipment,24632397000.0,27116336000.0,29172462000.0,26324556000.0,29304331000.0
Total Current Assets,2046616000.0,1973235000.0,2932590000.0,2970601000.0,1256452000.0
Long Term Investments,445585000.0,482914000.0,583423000.0,946234000.0,1039043000.0
Net Tangible Assets,13259289000.0,13461692000.0,15036230000.0,14404368000.0,15778052000.0
Net Receivables,987562000.0,972106000.0,1275262000.0,728277000.0,768395000.0
Long Term Debt,11659698000.0,13226476000.0,14915072000.0,13798720000.0,14130954000.0
Accounts Payable,,,58646000.0,101592000.0,174799000.0
