Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-27,38.599998474121094,38.599998474121094,38.599998474121094,38.599998474121094,1,0,0
2021-07-28,39.349998474121094,39.349998474121094,22.200000762939453,22.200000762939453,29,0,0
2021-07-29,18.809999465942383,18.809999465942383,18.809999465942383,18.809999465942383,3,0,0
2021-08-02,11.699999809265137,13.0,11.699999809265137,13.0,31,0,0
2021-08-03,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,0,0,0
2021-08-04,11.970000267028809,13.300000190734863,11.970000267028809,13.300000190734863,13,0,0
2021-08-05,12.199999809265137,12.199999809265137,12.199999809265137,12.199999809265137,7,0,0
2021-08-06,10.199999809265137,10.699999809265137,10.199999809265137,10.699999809265137,9,0,0
2021-08-10,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0,0,0
2021-08-13,9.649999618530273,9.649999618530273,9.649999618530273,9.649999618530273,15,0,0
2021-08-16,5.199999809265137,5.400000095367432,5.199999809265137,5.400000095367432,44,0,0
2021-08-17,10.100000381469727,10.100000381469727,6.849999904632568,6.849999904632568,23,0,0
2021-08-20,4.900000095367432,5.5,4.900000095367432,5.050000190734863,40,0,0
2021-08-23,10.470000267028809,19.200000762939453,10.470000267028809,13.829999923706055,121,0,0
2021-08-24,13.699999809265137,22.5,13.699999809265137,18.25,186,0,0
2021-08-25,18.760000228881836,20.200000762939453,18.0,20.200000762939453,216,0,0
2021-08-26,18.5,19.200000762939453,15.600000381469727,15.819999694824219,136,0,0
2021-08-27,22.700000762939453,34.22999954223633,17.600000381469727,34.0,2568,0,0
2021-08-30,31.0,52.15999984741211,31.0,41.90999984741211,1207,0,0
2021-08-31,38.400001525878906,44.959999084472656,37.599998474121094,41.119998931884766,755,0,0
2021-09-01,47.0099983215332,54.22999954223633,39.310001373291016,39.310001373291016,184,0,0
2021-09-02,38.97999954223633,38.97999954223633,13.899999618530273,13.899999618530273,634,0,0
2021-09-03,7.239999771118164,27.299999237060547,5.0,15.029999732971191,12276,0,0
