,2020-06-27,2020-09-26,2021-01-02,2021-04-03,2021-07-03,2021-10-02,2022-01-01,2022-04-02
Investments,217000.0,217000.0,217000.0,128000.0,128000.0,128000.0,-1000000.0,-1000000.0
Change To Liabilities,135292000.0,-43331000.0,34531000.0,-21603000.0,134118000.0,-17831000.0,73403000.0,-1978000.0
Total Cashflows From Investing Activities,-22654000.0,-22654000.0,-30851000.0,-206230000.0,-45569000.0,-18076000.0,-23079000.0,-19880000.0
Total Cash From Financing Activities,-80788000.0,-79085000.0,-501178000.0,-182268000.0,-237108000.0,-108763000.0,-115653000.0,-260686000.0
Change To Operating Activities,10274000.0,13185000.0,-98277000.0,874000.0,20446000.0,33856000.0,-80452000.0,54747000.0
Issuance Of Stock,10355000.0,27784000.0,3352000.0,46384000.0,5868000.0,31380000.0,4140000.0,45673000.0
Net Income,131288000.0,161630000.0,173738000.0,187169000.0,155900000.0,176307000.0,176579000.0,235335000.0
Change In Cash,242901000.0,117378000.0,-378132000.0,-185451000.0,104179000.0,166659000.0,75121000.0,45812000.0
Repurchase Of Stock,-91143000.0,-106869000.0,-154530000.0,-228652000.0,-241691000.0,-140143000.0,-119793000.0,-306359000.0
Effect Of Exchange Rate,1219000.0,12560000.0,18375000.0,-5395000.0,6480000.0,-2785000.0,-2004000.0,-10230000.0
Total Cash From Operating Activities,345124000.0,206557000.0,135522000.0,208442000.0,380376000.0,296283000.0,215857000.0,336608000.0
Depreciation,37377000.0,37679000.0,41053000.0,34082000.0,37717000.0,35163000.0,35346000.0,35751000.0
Change To Inventory,16280000.0,-4644000.0,-32061000.0,-669000.0,-13858000.0,-11081000.0,-13419000.0,4580000.0
Change To Account Receivables,-28972000.0,12442000.0,-35879000.0,-45927000.0,-2089000.0,63148000.0,-13118000.0,-28426000.0
Change To Netincome,43327000.0,29338000.0,52134000.0,54252000.0,47719000.0,16456000.0,37251000.0,36331000.0
Capital Expenditures,-21356000.0,-20210000.0,-31068000.0,-16968000.0,-14171000.0,-18838000.0,-15321000.0,-18130000.0
Other Cashflows From Financing Activities,,-1285000.0,-1285000.0,-1285000.0,-1285000.0,,,
Net Borrowings,-350000000.0,-350000000.0,-350000000.0,,,,,
