,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Investments,-1426000000.0,102000000.0,241000000.0,-1075000000.0
Change To Liabilities,-8000000.0,21000000.0,31000000.0,7000000.0
Total Cashflows From Investing Activities,-1652000000.0,-148000000.0,-55000000.0,-1488000000.0
Net Borrowings,-39000000.0,-96000000.0,-1020000000.0,626000000.0
Total Cash From Financing Activities,-306000000.0,-845000000.0,-3540000000.0,1529000000.0
Change To Operating Activities,1300000000.0,-205000000.0,243000000.0,-780000000.0
Issuance Of Stock,9000000.0,2000000.0,19000000.0,1000000.0
Net Income,1828000000.0,1340000000.0,-274000000.0,828000000.0
Change In Cash,1109000000.0,822000000.0,-3312000000.0,-796000000.0
Repurchase Of Stock,-8000000.0,-5000000.0,-1790000000.0,-30000000.0
Total Cash From Operating Activities,3067000000.0,1815000000.0,283000000.0,-837000000.0
Depreciation,150000000.0,161000000.0,-191000000.0,168000000.0
Dividends Paid,-83000000.0,-83000000.0,-84000000.0,-83000000.0
Change To Account Receivables,-232000000.0,1103000000.0,-3000000.0,-1049000000.0
Other Cashflows From Financing Activities,-185000000.0,-663000000.0,-665000000.0,1015000000.0
Change To Netincome,29000000.0,-605000000.0,126000000.0,-11000000.0
Capital Expenditures,-226000000.0,-250000000.0,-296000000.0,-290000000.0
