,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-2386000000.0,-1316000000.0,-542000000.0,-1392000000.0,-1053000000.0
Change To Liabilities,98000000.0,-95000000.0,-36000000.0,71000000.0,-65000000.0
Total Cashflows From Investing Activities,-2941000000.0,-3087000000.0,-1278000000.0,-3065000000.0,-6556000000.0
Net Borrowings,755000000.0,1165000000.0,-369000000.0,1078000000.0,3764000000.0
Total Cash From Financing Activities,-945000000.0,-785000000.0,-2295000000.0,-1955000000.0,3015000000.0
Change To Operating Activities,164000000.0,-908000000.0,1731000000.0,2157000000.0,-211000000.0
Issuance Of Stock,62000000.0,45000000.0,58000000.0,49000000.0,21000000.0
Net Income,2448000000.0,1683000000.0,2707000000.0,3367000000.0,2933000000.0
Change In Cash,165000000.0,-1699000000.0,1711000000.0,619000000.0,-1279000000.0
Repurchase Of Stock,-3365000000.0,-1090000000.0,-1070000000.0,-1820000000.0,-79000000.0
Total Cash From Operating Activities,4051000000.0,2173000000.0,5284000000.0,5639000000.0,2262000000.0
Depreciation,198000000.0,224000000.0,232000000.0,265000000.0,270000000.0
Dividends Paid,-220000000.0,-265000000.0,-291000000.0,-323000000.0,-354000000.0
Change To Account Receivables,426000000.0,-164000000.0,-32000000.0,-85000000.0,-280000000.0
Other Cashflows From Financing Activities,1823000000.0,-640000000.0,-623000000.0,-939000000.0,-337000000.0
Change To Netincome,430000000.0,1135000000.0,339000000.0,-487000000.0,-828000000.0
Capital Expenditures,-524000000.0,-612000000.0,-736000000.0,-964000000.0,-1316000000.0
