,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,798799000.0,799460000.0,814219000.0,777372000.0,768471000.0,755426000.0,746149000.0,715000000.0,669000000.0
Capital Surplus,1433338000.0,1439493000.0,1444584000.0,1449667000.0,1458993000.0,1465346000.0,1474093000.0,1482000000.0,1492000000.0
Total Liab,6863281000.0,6721549000.0,6665156000.0,6782753000.0,6519973000.0,6518926000.0,6795493000.0,6955000000.0,6505000000.0
Total Stockholder Equity,5118506000.0,5388188000.0,5655718000.0,5842626000.0,5877924000.0,5901809000.0,5771744000.0,5784000000.0,5590000000.0
Minority Interest,53512000.0,51475000.0,39659000.0,40078000.0,40162000.0,40125000.0,38917000.0,39000000.0,39000000.0
Other Current Liab,285291000.0,209068000.0,233519000.0,209044000.0,216831000.0,231397000.0,219338000.0,353000000.0,246000000.0
Total Assets,12035299000.0,12161212000.0,12360533000.0,12665457000.0,12438059000.0,12460860000.0,12606154000.0,12778000000.0,12134000000.0
Common Stock,3205000.0,3208000.0,3208000.0,3212000.0,3212000.0,3215000.0,3215000.0,3000000.0,3000000.0
Other Current Assets,79717000.0,61402000.0,57000000.0,59000000.0,59000000.0,59000000.0,58000000.0,290000000.0,58000000.0
Retained Earnings,4401545000.0,4595028000.0,4776040000.0,5041953000.0,5346577000.0,5630632000.0,5793515000.0,5995000000.0,6344000000.0
Other Liab,643558000.0,663300000.0,666061000.0,655130000.0,665853000.0,659235000.0,643669000.0,619000000.0,580000000.0
Good Will,4377350000.0,4473576000.0,4591569000.0,4515634000.0,4568087000.0,4525474000.0,4539896000.0,4426000000.0,4290000000.0
Treasury Stock,-719582000.0,-649541000.0,-568114000.0,-652206000.0,-930858000.0,-1197384000.0,-1499079000.0,-1696000000.0,-2249000000.0
Other Assets,146486000.0,150154000.0,163662000.0,169895000.0,189201000.0,208731000.0,224972000.0,219000000.0,205000000.0
Cash,476426000.0,421382000.0,312154000.0,590194000.0,328700000.0,402703000.0,274134000.0,327000000.0,265000000.0
Total Current Liabilities,1949768000.0,1926495000.0,1988491000.0,2436626000.0,2278156000.0,2322259000.0,2165446000.0,2495000000.0,2485000000.0
Short Long Term Debt,120764000.0,141341000.0,103485000.0,240297000.0,90825000.0,36815000.0,20006000.0,31000000.0,47000000.0
Other Stockholder Equity,-279763000.0,-209722000.0,-99009000.0,-126122000.0,-101090000.0,-148575000.0,-153130000.0,-206000000.0,-355000000.0
Property Plant Equipment,2469018000.0,2487978000.0,2601827000.0,2577881000.0,2575299000.0,2533421000.0,2660064000.0,2557000000.0,2485000000.0
Total Current Assets,4106973000.0,4102508000.0,4034032000.0,4453946000.0,4168534000.0,4259398000.0,4254368000.0,4682000000.0,4331000000.0
Long Term Investments,136673000.0,147536000.0,155224000.0,170729000.0,168467000.0,178410000.0,180705000.0,179000000.0,154000000.0
Net Tangible Assets,-57643000.0,115152000.0,249930000.0,549620000.0,541366000.0,620909000.0,485699000.0,643000000.0,631000000.0
Net Receivables,1125816000.0,1174504000.0,1073389000.0,1252374000.0,1225735000.0,1185004000.0,1072772000.0,1239000000.0,1161000000.0
Long Term Debt,3114253000.0,2961071000.0,2767544000.0,2417225000.0,2306844000.0,2296557000.0,2740350000.0,2680000000.0,2266000000.0
Inventory,2288293000.0,2245846000.0,2414612000.0,2392714000.0,2394147000.0,2423853000.0,2610515000.0,2573000000.0,2650000000.0
Accounts Payable,756846000.0,847733000.0,932406000.0,1228524000.0,1191250000.0,1262976000.0,1176015000.0,1370000000.0,1457000000.0
Deferred Long Term Asset Charges,,,16965000.0,,,,31941000.0,,
