,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,-144970000.0,66421000.0,41687000.0,331383000.0,-46911000.0,93698000.0,-94985000.0,309000000.0,103000000.0
Total Cashflows From Investing Activities,-31099000.0,-30462000.0,-59454000.0,-33443000.0,-75573000.0,-91826000.0,-217916000.0,-63000000.0,328000000.0
Net Borrowings,-551874000.0,-256025000.0,-326701000.0,-82995000.0,-263796000.0,-23220000.0,455311000.0,-53000000.0,-248000000.0
Total Cash From Financing Activities,-555415000.0,-260629000.0,-361768000.0,-208495000.0,-600212000.0,-257104000.0,80676000.0,-278000000.0,-707000000.0
Change To Operating Activities,107930000.0,-72885000.0,-52402000.0,86367000.0,5580000.0,36459000.0,-98511000.0,21000000.0,-10000000.0
Net Income,118792000.0,193483000.0,181012000.0,265913000.0,304624000.0,284055000.0,236281000.0,273000000.0,420000000.0
Change In Cash,138363000.0,-55044000.0,-109228000.0,278040000.0,-261494000.0,74003000.0,-128569000.0,53000000.0,-62000000.0
Repurchase Of Stock,-29286000.0,-29286000.0,-29286000.0,-56979000.0,-286851000.0,-230755000.0,-302259000.0,-144000000.0,-384000000.0
Effect Of Exchange Rate,6388000.0,14458000.0,2765000.0,-2534000.0,3713000.0,-6005000.0,3652000.0,-6000000.0,-20000000.0
Total Cash From Operating Activities,718489000.0,221589000.0,309229000.0,522512000.0,410578000.0,428938000.0,5019000.0,409000000.0,328000000.0
Depreciation,69757000.0,75722000.0,77905000.0,71416000.0,70545000.0,69942000.0,71188000.0,65000000.0,68000000.0
Dividends Paid,,,,,-72873000.0,-72873000.0,-72873000.0,-71000000.0,-71000000.0
Change To Inventory,453015000.0,89855000.0,-102276000.0,-13469000.0,20753000.0,-60138000.0,-181660000.0,-98000000.0,-161000000.0
Change To Account Receivables,58827000.0,-23511000.0,122210000.0,-197594000.0,36260000.0,27567000.0,117533000.0,-230000000.0,44000000.0
Other Cashflows From Financing Activities,-3541000.0,-4604000.0,-5781000.0,-68521000.0,-49565000.0,-3129000.0,497000.0,-10000000.0,-4000000.0
Change To Netincome,12598000.0,-861000.0,-16362000.0,-810000.0,17833000.0,-12765000.0,-8456000.0,9000000.0,-150000000.0
Capital Expenditures,-32763000.0,-32648000.0,-62746000.0,-41779000.0,-46075000.0,-44851000.0,-160761000.0,-59000000.0,-40000000.0
Other Cashflows From Investing Activities,-3512000.0,3917000.0,-3502000.0,-3502000.0,-3502000.0,-14041000.0,-3416000.0,-6000000.0,
Investments,-6917000.0,-6917000.0,-800000.0,-2824000.0,2824000.0,,,,
