,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Intangible Assets,472000000.0,450000000.0,1045000000.0,990000000.0,956000000.0,919000000.0,898000000.0,868000000.0,834000000.0,847000000.0
Capital Surplus,5040000000.0,5104000000.0,5129000000.0,5071000000.0,5104000000.0,5111000000.0,5169000000.0,5178000000.0,5257000000.0,5299000000.0
Total Liab,19726000000.0,17615000000.0,21891000000.0,21641000000.0,21683000000.0,21667000000.0,21971000000.0,22073000000.0,22936000000.0,22829000000.0
Total Stockholder Equity,6891000000.0,7155000000.0,7452000000.0,7427000000.0,7352000000.0,7172000000.0,7124000000.0,7144000000.0,7190000000.0,7010000000.0
Minority Interest,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Liab,602000000.0,598000000.0,677000000.0,678000000.0,686000000.0,697000000.0,708000000.0,728000000.0,751000000.0,715000000.0
Total Assets,26619000000.0,24772000000.0,29345000000.0,29070000000.0,29037000000.0,28841000000.0,29097000000.0,29219000000.0,30128000000.0,29841000000.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0
Other Current Assets,218000000.0,320000000.0,239000000.0,300000000.0,307000000.0,267000000.0,270000000.0,276000000.0,269000000.0,292000000.0
Retained Earnings,10795000000.0,10952000000.0,11159000000.0,11337000000.0,11444000000.0,11740000000.0,12004000000.0,12247000000.0,12563000000.0,12933000000.0
Other Liab,4356000000.0,4554000000.0,4626000000.0,5112000000.0,5117000000.0,5119000000.0,4733000000.0,5215000000.0,5168000000.0,5190000000.0
Good Will,6512000000.0,6504000000.0,8994000000.0,8980000000.0,8992000000.0,9006000000.0,9028000000.0,9034000000.0,9022000000.0,9092000000.0
Treasury Stock,-8950000000.0,-8907000000.0,-8842000000.0,-8987000000.0,-9202000000.0,-9685000000.0,-10055000000.0,-10287000000.0,-10636000000.0,-11228000000.0
Other Assets,1173000000.0,1190000000.0,726000000.0,1309000000.0,1336000000.0,1247000000.0,800000000.0,1335000000.0,1296000000.0,1303000000.0
Cash,2663000000.0,703000000.0,553000000.0,476000000.0,148000000.0,116000000.0,118000000.0,155000000.0,894000000.0,137000000.0
Total Current Liabilities,5772000000.0,2806000000.0,3553000000.0,3285000000.0,3683000000.0,4102000000.0,4082000000.0,3806000000.0,3722000000.0,3834000000.0
Short Long Term Debt,3190000000.0,167000000.0,501000000.0,244000000.0,361000000.0,601000000.0,661000000.0,435000000.0,231000000.0,258000000.0
Other Stockholder Equity,-41000000.0,-16000000.0,39000000.0,48000000.0,70000000.0,12000000.0,17000000.0,15000000.0,-17000000.0,-92000000.0
Property Plant Equipment,12917000000.0,12846000000.0,14614000000.0,14038000000.0,14110000000.0,14083000000.0,14870000000.0,14298000000.0,14382000000.0,14742000000.0
Total Current Assets,5106000000.0,3357000000.0,3540000000.0,3327000000.0,3226000000.0,3184000000.0,3069000000.0,3059000000.0,3987000000.0,3264000000.0
Long Term Investments,439000000.0,425000000.0,426000000.0,426000000.0,417000000.0,402000000.0,432000000.0,625000000.0,607000000.0,593000000.0
Net Tangible Assets,-93000000.0,201000000.0,-2587000000.0,-2543000000.0,-2596000000.0,-2753000000.0,-2802000000.0,-2758000000.0,-2666000000.0,-2929000000.0
Net Receivables,2107000000.0,2217000000.0,2624000000.0,2427000000.0,2645000000.0,2669000000.0,2546000000.0,2479000000.0,2665000000.0,2676000000.0
Long Term Debt,8934000000.0,9604000000.0,12945000000.0,12617000000.0,12258000000.0,11851000000.0,12406000000.0,12321000000.0,13323000000.0,13107000000.0
Inventory,118000000.0,117000000.0,124000000.0,124000000.0,126000000.0,132000000.0,135000000.0,149000000.0,159000000.0,159000000.0
Accounts Payable,904000000.0,884000000.0,1121000000.0,1212000000.0,1393000000.0,1466000000.0,1375000000.0,1384000000.0,1382000000.0,1489000000.0
