,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Change To Liabilities,-226000000.0,136000000.0,13000000.0,247000000.0
Total Cashflows From Investing Activities,-52000000.0,-84000000.0,-98000000.0,-71000000.0
Net Borrowings,-500000000.0,-255000000.0,-255000000.0,-255000000.0
Total Cash From Financing Activities,-565000000.0,-150000000.0,-69000000.0,-387000000.0
Change To Operating Activities,-8000000.0,-67000000.0,-67000000.0,-16000000.0
Issuance Of Stock,1000000.0,1000000.0,1000000.0,7000000.0
Net Income,190000000.0,-28000000.0,87000000.0,151000000.0
Change In Cash,-190000000.0,-10000000.0,130000000.0,121000000.0
Repurchase Of Stock,-1000000.0,-1000000.0,-10000000.0,-10000000.0
Effect Of Exchange Rate,1000000.0,1000000.0,7000000.0,1000000.0
Total Cash From Operating Activities,426000000.0,223000000.0,290000000.0,578000000.0
Depreciation,239000000.0,212000000.0,230000000.0,204000000.0
Dividends Paid,-64000000.0,-64000000.0,-65000000.0,-65000000.0
Change To Inventory,80000000.0,-22000000.0,-2000000.0,-88000000.0
Change To Account Receivables,1000000.0,18000000.0,-26000000.0,-7000000.0
Other Cashflows From Financing Activities,-86000000.0,-86000000.0,-5000000.0,-64000000.0
Change To Netincome,-30000000.0,47000000.0,97000000.0,9000000.0
Capital Expenditures,-52000000.0,-87000000.0,-103000000.0,-71000000.0
Investments,1000000.0,1000000.0,5000000.0,
