,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,5364000000.0,5356000000.0,5384000000.0,5259000000.0,5679000000.0,5549000000.0,5505000000.0,4889000000.0
Capital Surplus,16904000000.0,16865000000.0,16917000000.0,17034000000.0,17077000000.0,17116000000.0,17150000000.0,17174000000.0
Total Liab,22405000000.0,22282000000.0,22601000000.0,22423000000.0,23138000000.0,23137000000.0,23732000000.0,25303000000.0
Total Stockholder Equity,17805000000.0,17447000000.0,17656000000.0,17698000000.0,17840000000.0,17562000000.0,17249000000.0,16536000000.0
Minority Interest,1068000000.0,1086000000.0,1167000000.0,1059000000.0,1157000000.0,1191000000.0,1241000000.0,1152000000.0
Deferred Long Term Liab,103000000.0,104000000.0,101000000.0,111000000.0,115000000.0,117000000.0,120000000.0,116000000.0
Other Current Liab,3689000000.0,3521000000.0,3501000000.0,3630000000.0,3634000000.0,3666000000.0,3909000000.0,4176000000.0
Total Assets,41278000000.0,40815000000.0,41424000000.0,41180000000.0,42135000000.0,41890000000.0,42222000000.0,42991000000.0
Common Stock,8000000.0,8000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0
Other Current Assets,1453000000.0,778000000.0,1100000000.0,1155000000.0,1123000000.0,867000000.0,1045000000.0,1616000000.0
Retained Earnings,2955000000.0,2469000000.0,2382000000.0,2215000000.0,2256000000.0,2025000000.0,1638000000.0,900000000.0
Other Liab,5610000000.0,5633000000.0,5674000000.0,5368000000.0,5477000000.0,5478000000.0,5286000000.0,5470000000.0
Good Will,17759000000.0,17932000000.0,18207000000.0,18124000000.0,18445000000.0,18335000000.0,18386000000.0,18029000000.0
Treasury Stock,-2062000000.0,-1895000000.0,-1650000000.0,-1558000000.0,-1500000000.0,-1586000000.0,-1546000000.0,-1545000000.0
Other Assets,2013000000.0,2311000000.0,2418000000.0,2249000000.0,2205000000.0,2338000000.0,2322000000.0,3213000000.0
Cash,2342000000.0,1951000000.0,1839000000.0,1883000000.0,1450000000.0,1336000000.0,1207000000.0,1787000000.0
Total Current Liabilities,10304000000.0,8248000000.0,8486000000.0,8740000000.0,9285000000.0,9098000000.0,9987000000.0,11654000000.0
Short Long Term Debt,1102000000.0,262000000.0,453000000.0,196000000.0,196000000.0,226000000.0,220000000.0,240000000.0
Other Stockholder Equity,-943000000.0,-776000000.0,-504000000.0,-410000000.0,-351000000.0,-434000000.0,-347000000.0,-345000000.0
Property Plant Equipment,4168000000.0,4249000000.0,4378000000.0,4299000000.0,4480000000.0,4604000000.0,4554000000.0,4175000000.0
Total Current Assets,11140000000.0,10053000000.0,10034000000.0,10204000000.0,10310000000.0,9998000000.0,10353000000.0,11612000000.0
Long Term Investments,834000000.0,914000000.0,1003000000.0,1045000000.0,1016000000.0,1066000000.0,1102000000.0,1073000000.0
Net Tangible Assets,-5318000000.0,-5841000000.0,-5935000000.0,-5685000000.0,-6284000000.0,-6322000000.0,-6642000000.0,-6382000000.0
Net Receivables,5349000000.0,5551000000.0,5182000000.0,5172000000.0,5673000000.0,5738000000.0,5676000000.0,5694000000.0
Long Term Debt,5671000000.0,7526000000.0,7469000000.0,7323000000.0,7318000000.0,7506000000.0,7437000000.0,7366000000.0
Inventory,1996000000.0,1773000000.0,1913000000.0,1994000000.0,2064000000.0,2057000000.0,2425000000.0,2515000000.0
Accounts Payable,3057000000.0,3120000000.0,3210000000.0,3417000000.0,3719000000.0,3746000000.0,4083000000.0,4101000000.0
Deferred Long Term Asset Charges,,862000000.0,,,,755000000.0,,
