,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,2984098000.0,3156150000.0,3063498000.0,3174567000.0
Capital Surplus,2610472000.0,2586130000.0,2563979000.0,2534423000.0
Total Liab,14794960000.0,13967206000.0,13505886000.0,13681182000.0
Total Stockholder Equity,-5045177000.0,-4824382000.0,-4486398000.0,-4304992000.0
Minority Interest,13677000.0,15194000.0,15194000.0,14349000.0
Deferred Long Term Liab,5029000.0,4788000.0,4591000.0,4781000.0
Other Current Liab,192311000.0,133487000.0,179459000.0,165339000.0
Total Assets,9763460000.0,9158018000.0,9034682000.0,9390539000.0
Common Stock,1093000.0,1098000.0,1114000.0,1119000.0
Other Current Assets,88566000.0,55546000.0,91566000.0,80574000.0
Retained Earnings,-6848313000.0,-6604028000.0,-6177879000.0,-5972657000.0
Other Liab,179068000.0,186246000.0,181012000.0,183834000.0
Treasury Stock,-808429000.0,-807582000.0,-873612000.0,-867877000.0
Other Assets,421682000.0,408294000.0,436792000.0,441299000.0
Cash,176622000.0,308560000.0,271874000.0,207487000.0
Total Current Liabilities,560764000.0,614801000.0,551248000.0,552659000.0
Deferred Long Term Asset Charges,71494000.0,53722000.0,77431000.0,69978000.0
Short Long Term Debt,24000000.0,24000000.0,24000000.0,24000000.0
Other Stockholder Equity,-808429000.0,-807582000.0,-873612000.0,-867877000.0
Property Plant Equipment,5868541000.0,5050886000.0,5008039000.0,5034136000.0
Total Current Assets,389927000.0,472990000.0,458591000.0,398233000.0
Long Term Investments,99212000.0,69698000.0,67762000.0,342304000.0
Net Tangible Assets,-8029275000.0,-7980532000.0,-7549896000.0,-7479559000.0
Net Receivables,124739000.0,108884000.0,95151000.0,110172000.0
Long Term Debt,12019757000.0,11071796000.0,10692710000.0,10831087000.0
Accounts Payable,33610000.0,109969000.0,29230000.0,26353000.0
