,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-166000.0,-6093000.0,-13156000.0,-49499000.0,-634000.0
Change To Liabilities,3555000.0,-3021000.0,-5951000.0,13173000.0,-473000.0
Total Cashflows From Investing Activities,-605107000.0,-618347000.0,-947158000.0,-446366000.0,-1423260000.0
Net Borrowings,510872000.0,591684000.0,397458000.0,746236000.0,1173469000.0
Total Cash From Financing Activities,-294574000.0,-148537000.0,-62314000.0,-469017000.0,339264000.0
Change To Operating Activities,-12332000.0,-14459000.0,13626000.0,-2655000.0,3581000.0
Issuance Of Stock,54950000.0,59880000.0,130290000.0,99129000.0,86688000.0
Net Income,103654000.0,47451000.0,146991000.0,24104000.0,237624000.0
Change In Cash,-81675000.0,74005000.0,-37180000.0,201688000.0,92818000.0
Repurchase Of Stock,-854534000.0,-795581000.0,-481070000.0,-904415000.0,-654482000.0
Effect Of Exchange Rate,-464000.0,-9729000.0,2247000.0,-8962000.0,-13082000.0
Total Cash From Operating Activities,818470000.0,850618000.0,970045000.0,1126033000.0,1189896000.0
Depreciation,643100000.0,672113000.0,697078000.0,721970000.0,700161000.0
Other Cashflows From Investing Activities,-16350000.0,-10613000.0,-5809000.0,3117000.0,-31228000.0
Dividends Paid,-83387000.0,-83387000.0,-83387000.0,-207689000.0,-253580000.0
Change To Account Receivables,-20893000.0,-29427000.0,-12146000.0,38195000.0,-38237000.0
Other Cashflows From Financing Activities,-5862000.0,-4520000.0,-25605000.0,-202278000.0,-12831000.0
Change To Netincome,79446000.0,157672000.0,110089000.0,311188000.0,267651000.0
Capital Expenditures,-147044000.0,-149812000.0,-154236000.0,-128566000.0,-133694000.0
