,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Capital Surplus,35412000000.0,38017000000.0,40307000000.0,42865000000.0,45160000000.0,48724000000.0,51879000000.0,55538000000.0,58793000000.0,63871000000.0
Total Liab,155966000000.0,184586000000.0,199404000000.0,227791000000.0,219757000000.0,245516000000.0,261842000000.0,282304000000.0,276766000000.0,288326000000.0
Total Stockholder Equity,65272000000.0,73728000000.0,82775000000.0,93404000000.0,103320000000.0,114803000000.0,120564000000.0,138245000000.0,134001000000.0,131402000000.0
Other Current Liab,8864000000.0,8997000000.0,9251000000.0,15267000000.0,10539000000.0,10695000000.0,10974000000.0,18027000000.0,12820000000.0,12818000000.0
Total Assets,221238000000.0,258314000000.0,282179000000.0,321195000000.0,323077000000.0,360319000000.0,382406000000.0,420549000000.0,410767000000.0,419728000000.0
Common Stock,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,107000000.0
Other Current Assets,282000000.0,354000000.0,239000000.0,233000000.0,299000000.0,265000000.0,218000000.0,242000000.0,191000000.0,207000000.0
Retained Earnings,33755000000.0,38998000000.0,45329000000.0,52551000000.0,60658000000.0,68436000000.0,71592000000.0,85915000000.0,82071000000.0,80043000000.0
Other Liab,12518000000.0,14764000000.0,15974000000.0,17017000000.0,19418000000.0,21148000000.0,18145000000.0,17443000000.0,17171000000.0,16658000000.0
Good Will,14739000000.0,14751000000.0,14960000000.0,15017000000.0,15220000000.0,15350000000.0,15345000000.0,15371000000.0,20229000000.0,20195000000.0
Treasury Stock,-3900000000.0,-3292000000.0,-2866000000.0,-2017000000.0,-2503000000.0,-2362000000.0,-2912000000.0,-3213000000.0,-6868000000.0,-12619000000.0
Other Assets,16456000000.0,15101000000.0,16150000000.0,12097000000.0,18560000000.0,19973000000.0,22027000000.0,18125000000.0,28076000000.0,30562000000.0
Cash,27201000000.0,37466000000.0,29930000000.0,42122000000.0,33834000000.0,40380000000.0,29944000000.0,36220000000.0,36393000000.0,37478000000.0
Total Current Liabilities,79711000000.0,93896000000.0,101912000000.0,126385000000.0,115404000000.0,117792000000.0,123994000000.0,142266000000.0,139508000000.0,140291000000.0
Short Long Term Debt,1311000000.0,1154000000.0,155000000.0,1155000000.0,1156000000.0,1290000000.0,1185000000.0,1687000000.0,2898000000.0,5249000000.0
Other Stockholder Equity,-2063000000.0,-1455000000.0,-1029000000.0,-180000000.0,-666000000.0,-525000000.0,-1075000000.0,-1376000000.0,-2365000000.0,-4782000000.0
Property Plant Equipment,104058000000.0,115054000000.0,134100000000.0,150667000000.0,160789000000.0,176848000000.0,199303000000.0,216363000000.0,224629000000.0,232136000000.0
Total Current Assets,85985000000.0,110908000000.0,112969000000.0,132733000000.0,121408000000.0,140848000000.0,138531000000.0,161580000000.0,133876000000.0,133667000000.0
Long Term Investments,2028000000.0,2500000000.0,4000000000.0,5700000000.0,7100000000.0,7300000000.0,7200000000.0,4003000000.0,3957000000.0,3168000000.0
Net Tangible Assets,50533000000.0,58977000000.0,67815000000.0,73406000000.0,88100000000.0,99453000000.0,105219000000.0,117767000000.0,113772000000.0,111207000000.0
Short Term Investments,22091000000.0,33925000000.0,38472000000.0,42274000000.0,39436000000.0,49514000000.0,49044000000.0,59829000000.0,29992000000.0,23232000000.0
Net Receivables,17836000000.0,19564000000.0,20593000000.0,24309000000.0,23990000000.0,26570000000.0,28392000000.0,32649000000.0,32313000000.0,34597000000.0
Long Term Debt,23437000000.0,33128000000.0,32929000000.0,31816000000.0,31868000000.0,50279000000.0,55855000000.0,54944000000.0,54356000000.0,64853000000.0
Inventory,18857000000.0,19599000000.0,23735000000.0,23795000000.0,23849000000.0,24119000000.0,30933000000.0,32640000000.0,34987000000.0,38153000000.0
Accounts Payable,40056000000.0,51036000000.0,58334000000.0,72539000000.0,63926000000.0,66090000000.0,71474000000.0,78664000000.0,68547000000.0,71219000000.0
Intangible Assets,,,,4981000000.0,,,,5107000000.0,,
