,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,32322000.0,30100000.0,30054000.0,39261000.0,99686000.0,93149000.0,137051000.0,105284000.0
Other Current Assets,24470000.0,24753000.0,25040000.0,25622000.0,25625000.0,26104000.0,26691000.0,27396000.0
Good Will,174600000.0,174600000.0,174600000.0,165800000.0,165800000.0,165800000.0,165843000.0,165843000.0
Other Assets,134960000.0,144495000.0,147675000.0,260691000.0,158542000.0,175708000.0,180965000.0,186362000.0
Total Current Liabilities,396005000.0,434039000.0,396506000.0,369630000.0,407431000.0,474449000.0,981728000.0,953740000.0
Short Long Term Debt,1019000.0,515000.0,1851000.0,1321000.0,789000.0,251000.0,499637000.0,499769000.0
Total Current Assets,1292945000.0,318708000.0,282600000.0,185244000.0,506435000.0,984351000.0,761290000.0,967920000.0
Long Term Debt,2456852000.0,2499055000.0,2543141000.0,2994790000.0,4994831000.0,5772939000.0,6975642000.0,6941954000.0
Capital Surplus,5702466000.0,5706970000.0,5707101000.0,5715254000.0,5764672000.0,5808943000.0,5821667000.0,
Total Liab,2852857000.0,2933094000.0,2939647000.0,3364420000.0,5402262000.0,6247388000.0,7957370000.0,
Total Stockholder Equity,4857691000.0,4794127000.0,4766367000.0,4805447000.0,4872334000.0,5002354000.0,5235177000.0,
Minority Interest,17507000.0,17927000.0,18032000.0,19368000.0,19519000.0,19944000.0,88361000.0,
Total Assets,12358055000.0,11385148000.0,11816546000.0,11981735000.0,14490365000.0,15284686000.0,17380908000.0,
Common Stock,17450000.0,17451000.0,17458000.0,17465000.0,17486000.0,17505000.0,17513000.0,
Retained Earnings,-789089000.0,-867950000.0,-914791000.0,-877931000.0,-863742000.0,-771114000.0,-550416000.0,
Treasury Stock,-73136000.0,-62344000.0,-43401000.0,-49341000.0,-46082000.0,-52980000.0,-53587000.0,
Cash,1268475000.0,293955000.0,257560000.0,159622000.0,480810000.0,958247000.0,734599000.0,
Other Stockholder Equity,-73136000.0,-62344000.0,-43401000.0,-49341000.0,-46082000.0,-52980000.0,-53587000.0,
Property Plant Equipment,9969870000.0,9947322000.0,10408571000.0,10559664000.0,12791988000.0,13086406000.0,15306996000.0,
Long Term Investments,753358000.0,769923000.0,773046000.0,771075000.0,767914000.0,779272000.0,828763000.0,
Net Tangible Assets,4650769000.0,4589427000.0,4561713000.0,4600386000.0,4606848000.0,4743405000.0,4932283000.0,
