,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,40357000.0,35256000.0,31336000.0,38811000.0,137051000.0
Capital Surplus,5648399000.0,5718485000.0,5710934000.0,5707101000.0,5821667000.0
Total Liab,1768523000.0,1783542000.0,2285777000.0,2939647000.0,7957370000.0
Total Stockholder Equity,4915009000.0,5094478000.0,4997911000.0,4766367000.0,5235177000.0
Minority Interest,24360000.0,25250000.0,16756000.0,18032000.0,88361000.0
Total Assets,10732892000.0,10928270000.0,11365444000.0,11816546000.0,17380908000.0
Common Stock,17385000.0,17413000.0,17442000.0,17458000.0,17513000.0
Other Current Assets,22677000.0,22801000.0,23811000.0,25040000.0,26691000.0
Retained Earnings,-675711000.0,-577360000.0,-665575000.0,-914791000.0,-550416000.0
Good Will,174600000.0,174600000.0,174600000.0,165843000.0,165843000.0
Treasury Stock,-75064000.0,-64060000.0,-64890000.0,-43401000.0,-53587000.0
Other Assets,107610000.0,108296000.0,143033000.0,147675000.0,180965000.0
Cash,433376000.0,361218000.0,409743000.0,257560000.0,734599000.0
Total Current Liabilities,337201000.0,371259000.0,383284000.0,394655000.0,981728000.0
Short Long Term Debt,11241000.0,,,,499637000.0
Other Stockholder Equity,-75064000.0,-64060000.0,-64890000.0,-43401000.0,-53587000.0
Property Plant Equipment,9230099000.0,9442111000.0,9807605000.0,10408571000.0,15306996000.0
Total Current Assets,456053000.0,384019000.0,441054000.0,282600000.0,761290000.0
Long Term Investments,724173000.0,783988000.0,767816000.0,773046000.0,828763000.0
Net Tangible Assets,4700052000.0,4884622000.0,4791975000.0,4561713000.0,4932283000.0
Long Term Debt,1431322000.0,1412283000.0,1902493000.0,2544992000.0,6975642000.0
Net Receivables,,,7500000.0,,
