,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,753000000.0,483000000.0,-595000000.0,-934000000.0,795000000.0
Total Cashflows From Investing Activities,-1927000000.0,-1993000000.0,-1445000000.0,-486000000.0,-534000000.0
Net Borrowings,-1641000000.0,-445000000.0,-13000000.0,-660000000.0,-700000000.0
Total Cash From Financing Activities,-2161000000.0,-1419000000.0,-695000000.0,-1007000000.0,-838000000.0
Issuance Of Stock,158000000.0,195000000.0,118000000.0,87000000.0,79000000.0
Net Income,-463000000.0,1656000000.0,-1131000000.0,-2945000000.0,1457000000.0
Change In Cash,-1672000000.0,-329000000.0,260000000.0,295000000.0,481000000.0
Effect Of Exchange Rate,-52000000.0,-74000000.0,-45000000.0,-93000000.0,-58000000.0
Total Cash From Operating Activities,2468000000.0,3157000000.0,2445000000.0,1881000000.0,1911000000.0
Depreciation,1556000000.0,1606000000.0,1625000000.0,1058000000.0,904000000.0
Other Cashflows From Investing Activities,-84000000.0,2000000.0,-105000000.0,-44000000.0,-79000000.0
Dividends Paid,-626000000.0,-630000000.0,-630000000.0,-278000000.0,-161000000.0
Change To Inventory,-29000000.0,-681000000.0,-202000000.0,340000000.0,-10000000.0
Change To Account Receivables,-1350000000.0,-186000000.0,636000000.0,1394000000.0,-500000000.0
Other Cashflows From Financing Activities,-52000000.0,-139000000.0,-70000000.0,-56000000.0,-56000000.0
Change To Netincome,2001000000.0,279000000.0,2112000000.0,2968000000.0,-735000000.0
Capital Expenditures,-1373000000.0,-2026000000.0,-1530000000.0,-728000000.0,-799000000.0
Repurchase Of Stock,-400000000.0,-400000000.0,-100000000.0,-100000000.0,
