,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Total Liab,15908000000.0,15671000000.0,15697000000.0,15396000000.0,15488000000.0,15332000000.0,15593000000.0,15040000000.0,15297000000.0
Total Stockholder Equity,5189000000.0,5200000000.0,4974000000.0,5170000000.0,5420000000.0,5681000000.0,6713000000.0,7017000000.0,7130000000.0
Minority Interest,7000000.0,3000000.0,9000000.0,9000000.0,9000000.0,12000000.0,15000000.0,16000000.0,18000000.0
Other Current Liab,1500000000.0,1437000000.0,1069000000.0,1212000000.0,1153000000.0,1083000000.0,895000000.0,945000000.0,895000000.0
Total Assets,21104000000.0,20874000000.0,20680000000.0,20575000000.0,20917000000.0,21025000000.0,22321000000.0,22073000000.0,22445000000.0
Common Stock,2666000000.0,2666000000.0,2666000000.0,2666000000.0,2666000000.0,2666000000.0,2665000000.0,2665000000.0,2665000000.0
Other Current Assets,1198000000.0,1183000000.0,1492000000.0,1475000000.0,1455000000.0,920000000.0,872000000.0,959000000.0,992000000.0
Retained Earnings,9098000000.0,8987000000.0,8691000000.0,8709000000.0,8896000000.0,8927000000.0,9710000000.0,9780000000.0,9617000000.0
Other Liab,1397000000.0,1362000000.0,1268000000.0,1326000000.0,1342000000.0,1354000000.0,1230000000.0,1251000000.0,1220000000.0
Good Will,2801000000.0,2804000000.0,2804000000.0,2804000000.0,2804000000.0,2841000000.0,2843000000.0,2850000000.0,2828000000.0
Treasury Stock,-6700000000.0,-6476000000.0,-6383000000.0,-6239000000.0,-6168000000.0,-5936000000.0,-5694000000.0,-5428000000.0,-5152000000.0
Other Assets,3298000000.0,3253000000.0,3177000000.0,3260000000.0,3237000000.0,3185000000.0,3841000000.0,4323000000.0,4296000000.0
Cash,1811000000.0,2115000000.0,2563000000.0,2446000000.0,2658000000.0,2632000000.0,3044000000.0,2154000000.0,2226000000.0
Total Current Liabilities,4094000000.0,3923000000.0,4421000000.0,4225000000.0,4334000000.0,3946000000.0,4306000000.0,4444000000.0,4766000000.0
Deferred Long Term Asset Charges,2034000000.0,2056000000.0,2166000000.0,2165000000.0,2174000000.0,2149000000.0,2695000000.0,2743000000.0,2703000000.0
Other Stockholder Equity,-342000000.0,-340000000.0,-362000000.0,-362000000.0,-360000000.0,-360000000.0,-183000000.0,-178000000.0,-179000000.0
Property Plant Equipment,5906000000.0,5794000000.0,5224000000.0,4991000000.0,4949000000.0,5219000000.0,5345000000.0,5183000000.0,5059000000.0
Total Current Assets,9099000000.0,9023000000.0,9475000000.0,9520000000.0,9927000000.0,9431000000.0,9943000000.0,9717000000.0,10262000000.0
Net Tangible Assets,2388000000.0,2396000000.0,2170000000.0,2366000000.0,2616000000.0,2840000000.0,3870000000.0,4167000000.0,4302000000.0
Net Receivables,3345000000.0,3145000000.0,3071000000.0,3250000000.0,3459000000.0,3525000000.0,3666000000.0,4026000000.0,4390000000.0
Long Term Debt,9638000000.0,9632000000.0,9132000000.0,9127000000.0,9124000000.0,9125000000.0,9127000000.0,8530000000.0,8525000000.0
Inventory,2745000000.0,2580000000.0,2349000000.0,2349000000.0,2355000000.0,2354000000.0,2361000000.0,2578000000.0,2654000000.0
Accounts Payable,1708000000.0,1548000000.0,1573000000.0,1769000000.0,1891000000.0,2011000000.0,2353000000.0,2561000000.0,2794000000.0
Capital Surplus,125000000.0,23000000.0,,34000000.0,26000000.0,24000000.0,32000000.0,,
Short Long Term Debt,188000000.0,195000000.0,695000000.0,515000000.0,515000000.0,11000000.0,7000000.0,,
Long Term Investments,,,,,,349000000.0,349000000.0,,
