,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,4925000000.0,7258000000.0,5420000000.0,1717000000.0,1025000000.0
Change To Liabilities,254000000.0,230000000.0,443000000.0,684000000.0,405000000.0
Total Cashflows From Investing Activities,2679000000.0,4314000000.0,-2629000000.0,-9443000000.0,-16555000000.0
Net Borrowings,-1129000000.0,837000000.0,1248000000.0,5011000000.0,1631000000.0
Total Cash From Financing Activities,-10006000000.0,-13160000000.0,-8861000000.0,-2832000000.0,2593000000.0
Change To Operating Activities,-2132000000.0,-1281000000.0,-250000000.0,-4202000000.0,-997000000.0
Issuance Of Stock,499000000.0,591000000.0,361000000.0,89000000.0,202000000.0
Net Income,2394000000.0,6220000000.0,9843000000.0,7067000000.0,13049000000.0
Change In Cash,-419000000.0,1871000000.0,1967000000.0,-1781000000.0,14000000.0
Repurchase Of Stock,-4014000000.0,-9091000000.0,-4780000000.0,-1281000000.0,-840000000.0
Effect Of Exchange Rate,457000000.0,-205000000.0,17000000.0,253000000.0,-133000000.0
Total Cash From Operating Activities,6451000000.0,10922000000.0,13440000000.0,10241000000.0,14109000000.0
Depreciation,4616000000.0,4520000000.0,3077000000.0,3218000000.0,3123000000.0
Other Cashflows From Investing Activities,38000000.0,102000000.0,274000000.0,-125000000.0,-225000000.0
Dividends Paid,-5167000000.0,-5172000000.0,-5695000000.0,-6215000000.0,-6610000000.0
Change To Inventory,-145000000.0,-911000000.0,-473000000.0,-895000000.0,-674000000.0
Change To Account Receivables,297000000.0,-418000000.0,92000000.0,-1002000000.0,-2033000000.0
Other Cashflows From Financing Activities,-195000000.0,-325000000.0,5000000.0,-436000000.0,8210000000.0
Change To Netincome,4458000000.0,1735000000.0,2597000000.0,4557000000.0,1776000000.0
Capital Expenditures,-1888000000.0,-2615000000.0,-3369000000.0,-4429000000.0,-4448000000.0
