,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Investments,48000000.0,1000000.0,-99000000.0,385000000.0
Change To Liabilities,0.0,0.0,724000000.0,0.0
Total Cashflows From Investing Activities,-882000000.0,-2155000000.0,-4778000000.0,-738000000.0
Net Borrowings,2828000000.0,-2306000000.0,2857000000.0,-365000000.0
Total Cash From Financing Activities,1137000000.0,-3851000000.0,1372000000.0,-2098000000.0
Change To Operating Activities,-527000000.0,-1445000000.0,1621000000.0,-2104000000.0
Issuance Of Stock,14000000.0,28000000.0,21000000.0,9000000.0
Net Income,3002000000.0,2941000000.0,-2094000000.0,3179000000.0
Change In Cash,3687000000.0,-3746000000.0,764000000.0,-1142000000.0
Effect Of Exchange Rate,65000000.0,87000000.0,164000000.0,-97000000.0
Total Cash From Operating Activities,3367000000.0,2173000000.0,4006000000.0,1791000000.0
Depreciation,975000000.0,786000000.0,828000000.0,910000000.0
Other Cashflows From Investing Activities,59000000.0,-54000000.0,-11000000.0,25000000.0
Dividends Paid,-1577000000.0,-1545000000.0,-1542000000.0,-1645000000.0
Other Cashflows From Financing Activities,-128000000.0,-28000000.0,36000000.0,-97000000.0
Change To Netincome,-83000000.0,-108000000.0,4224000000.0,-194000000.0
Capital Expenditures,-668000000.0,-1516000000.0,-1514000000.0,-1134000000.0
Change To Inventory,-855000000.0,-855000000.0,-855000000.0,
Change To Account Receivables,-1002000000.0,-1002000000.0,-1002000000.0,
