,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,462000000.0,425000000.0,457000000.0,463000000.0,473000000.0,498000000.0,531000000.0,528000000.0,518000000.0
Capital Surplus,28347000000.0,28463000000.0,28633000000.0,28824000000.0,28984000000.0,29139000000.0,29267000000.0,29441000000.0,34425000000.0
Total Liab,365251000000.0,363459000000.0,361398000000.0,363987000000.0,358796000000.0,361833000000.0,371352000000.0,377850000000.0,386878000000.0
Total Stockholder Equity,50836000000.0,53094000000.0,55357000000.0,56341000000.0,58136000000.0,57632000000.0,56184000000.0,51500000000.0,53410000000.0
Total Assets,421296000000.0,421883000000.0,421602000000.0,425175000000.0,423420000000.0,425377000000.0,432381000000.0,434195000000.0,440288000000.0
Common Stock,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0
Other Current Assets,3026000000.0,5885000000.0,4551000000.0,6055000000.0,8213000000.0,8020000000.0,7862000000.0,2915000000.0,3221000000.0
Retained Earnings,35361000000.0,37653000000.0,40088000000.0,43167000000.0,46461000000.0,48944000000.0,51006000000.0,53099000000.0,54836000000.0
Other Liab,14273000000.0,13576000000.0,7198000000.0,13949000000.0,14284000000.0,15594000000.0,7996000000.0,18802000000.0,14954000000.0
Good Will,14645000000.0,14648000000.0,14653000000.0,14654000000.0,14654000000.0,14652000000.0,14782000000.0,14784000000.0,14778000000.0
Treasury Stock,-12879000000.0,-13029000000.0,-13371000000.0,-15657000000.0,-17316000000.0,-20458000000.0,-24096000000.0,-31047000000.0,-35858000000.0
Other Assets,252460000000.0,249570000000.0,253009000000.0,247948000000.0,256348000000.0,269150000000.0,284541000000.0,296378000000.0,309036000000.0
Cash,55818000000.0,44106000000.0,40509000000.0,50495000000.0,34846000000.0,26624000000.0,21746000000.0,26804000000.0,21553000000.0
Total Current Liabilities,306651000000.0,307790000000.0,319166000000.0,312430000000.0,309014000000.0,309563000000.0,327903000000.0,314284000000.0,311926000000.0
Other Stockholder Equity,3981000000.0,3833000000.0,3494000000.0,1783000000.0,1792000000.0,1360000000.0,374000000.0,-4093000000.0,-6916000000.0
Property Plant Equipment,4324000000.0,4333000000.0,5603000000.0,4277000000.0,4227000000.0,4204000000.0,5347000000.0,4238000000.0,4238000000.0
Total Current Assets,61477000000.0,52505000000.0,47369000000.0,58616000000.0,45842000000.0,38612000000.0,31796000000.0,29719000000.0,28259000000.0
Long Term Investments,87928000000.0,100402000000.0,100511000000.0,99217000000.0,101876000000.0,98261000000.0,95384000000.0,89076000000.0,83459000000.0
Net Tangible Assets,36051000000.0,38347000000.0,40614000000.0,41603000000.0,43402000000.0,42892000000.0,41291000000.0,36716000000.0,38549000000.0
Long Term Debt,44242000000.0,42014000000.0,33587000000.0,37538000000.0,35439000000.0,36618000000.0,34214000000.0,40716000000.0,58455000000.0
Inventory,24000000.0,35000000.0,42000000.0,41000000.0,31000000.0,39000000.0,40000000.0,45000000.0,52000000.0
Accounts Payable,304238000000.0,305725000000.0,305442000000.0,310328000000.0,306308000000.0,305938000000.0,310980000000.0,313429000000.0,307885000000.0
Short Long Term Debt,,,6209000000.0,,,,7999000000.0,,
