,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,742000000.0,528000000.0,474000000.0,457000000.0,531000000.0
Capital Surplus,27296000000.0,27680000000.0,28127000000.0,28633000000.0,29267000000.0
Total Liab,316963000000.0,320870000000.0,332354000000.0,361398000000.0,371352000000.0
Total Stockholder Equity,44370000000.0,47308000000.0,53158000000.0,55357000000.0,56184000000.0
Total Assets,365693000000.0,372538000000.0,390365000000.0,421602000000.0,432381000000.0
Common Stock,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0
Other Current Assets,2894000000.0,3128000000.0,2537000000.0,4551000000.0,7862000000.0
Retained Earnings,30700000000.0,35875000000.0,40340000000.0,40088000000.0,51006000000.0
Other Liab,8061000000.0,6529000000.0,6391000000.0,7198000000.0,7996000000.0
Good Will,14533000000.0,14544000000.0,14653000000.0,14653000000.0,14782000000.0
Treasury Stock,-13633000000.0,-16254000000.0,-15316000000.0,-13371000000.0,-24096000000.0
Other Assets,261405000000.0,253072000000.0,272770000000.0,253009000000.0,284541000000.0
Cash,14040000000.0,13186000000.0,13407000000.0,40509000000.0,21746000000.0
Total Current Liabilities,249197000000.0,264838000000.0,275824000000.0,319166000000.0,327903000000.0
Short Long Term Debt,,,,6209000000.0,7999000000.0
Other Stockholder Equity,-926000000.0,-1263000000.0,1156000000.0,3494000000.0,374000000.0
Property Plant Equipment,4033000000.0,4191000000.0,5811000000.0,5603000000.0,5347000000.0
Total Current Assets,17852000000.0,16833000000.0,17101000000.0,47369000000.0,31796000000.0
Long Term Investments,67128000000.0,83370000000.0,79556000000.0,100511000000.0,95384000000.0
Net Tangible Assets,29416000000.0,32510000000.0,38331000000.0,40614000000.0,41291000000.0
Long Term Debt,59705000000.0,49503000000.0,48280000000.0,33587000000.0,34214000000.0
Inventory,153000000.0,59000000.0,61000000.0,42000000.0,40000000.0
Accounts Payable,243702000000.0,249764000000.0,262697000000.0,305442000000.0,310980000000.0
