,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,145695000.0,26413000.0,59458000.0,-40673000.0
Total Cashflows From Investing Activities,-282987000.0,-202904000.0,-147113000.0,66345000.0
Net Borrowings,98000000.0,-190000000.0,-137817000.0,488753000.0
Total Cash From Financing Activities,106759000.0,-189868000.0,-137070000.0,436853000.0
Change To Operating Activities,57717000.0,331880000.0,-55397000.0,58150000.0
Issuance Of Stock,11540000.0,6747000.0,7472000.0,4744000.0
Net Income,-48260000.0,-46302000.0,92139000.0,-549177000.0
Change In Cash,65410000.0,247925000.0,229948000.0,732507000.0
Repurchase Of Stock,-2781000.0,-6910000.0,-4235000.0,-3675000.0
Effect Of Exchange Rate,4178000.0,12467000.0,5100000.0,16445000.0
Total Cash From Operating Activities,237460000.0,628230000.0,509031000.0,212864000.0
Depreciation,173747000.0,181768000.0,186425000.0,164984000.0
Change To Inventory,-222391000.0,109919000.0,149519000.0,15306000.0
Change To Account Receivables,-79106000.0,186834000.0,-45450000.0,167614000.0
Other Cashflows From Financing Activities,295000.0,295000.0,-2490000.0,-52969000.0
Change To Netincome,249222000.0,-203333000.0,103475000.0,394149000.0
Capital Expenditures,-281339000.0,-170385000.0,-145802000.0,-92291000.0
Other Cashflows From Investing Activities,-1648000.0,-4597000.0,-1311000.0,
Investments,-39207000.0,-39207000.0,,
