,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Change To Liabilities,0.0,0.0,-29700000.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-402000000.0,-513300000.0,520800000.0,-401800000.0,-460600000.0,-531800000.0
Net Borrowings,113400000.0,590100000.0,-890700000.0,11100000.0,-526300000.0,373500000.0
Total Cash From Financing Activities,4800000.0,276400000.0,-708200000.0,-75400000.0,199600000.0,261400000.0
Change To Operating Activities,72300000.0,-82000000.0,-74500000.0,-100000000.0,-9400000.0,-39800000.0
Issuance Of Stock,3800000.0,3700000.0,200200000.0,2800000.0,843100000.0,2800000.0
Net Income,-4700000.0,-172900000.0,84400000.0,296500000.0,60300000.0,63200000.0
Change In Cash,-59400000.0,-86000000.0,58000000.0,-28900000.0,-6300000.0,-34100000.0
Total Cash From Operating Activities,337800000.0,150900000.0,245400000.0,448300000.0,254700000.0,236300000.0
Depreciation,177500000.0,180600000.0,123400000.0,185000000.0,186300000.0,188900000.0
Other Cashflows From Investing Activities,-34800000.0,-40400000.0,-129200000.0,-34800000.0,-29500000.0,-37100000.0
Dividends Paid,-99900000.0,-88500000.0,-99900000.0,-94300000.0,-105800000.0,-94400000.0
Other Cashflows From Financing Activities,-12500000.0,-228900000.0,82200000.0,5000000.0,-11400000.0,-20500000.0
Change To Netincome,92700000.0,225200000.0,49300000.0,66800000.0,18500000.0,24000000.0
Capital Expenditures,-367200000.0,-472900000.0,-465900000.0,-367000000.0,-431100000.0,-494700000.0
Change To Inventory,-1500000.0,-1500000.0,-1500000.0,,,
Change To Account Receivables,-3900000.0,-3900000.0,-3900000.0,,,
