,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,42600000.0,-124900000.0,142100000.0,298400000.0,-61100000.0,5400000.0,63100000.0
Change To Liabilities,-40800000.0,-48800000.0,155900000.0,16100000.0,10900000.0,-39200000.0,141100000.0
Total Cashflows From Investing Activities,20600000.0,-103500000.0,-374900000.0,102400000.0,-81800000.0,-22400000.0,15600000.0
Total Cash From Financing Activities,-63100000.0,-139700000.0,222000000.0,-651000000.0,-178600000.0,-88800000.0,-213300000.0
Change To Operating Activities,59300000.0,-34600000.0,24500000.0,-173200000.0,41600000.0,-37100000.0,-151800000.0
Issuance Of Stock,500000.0,26900000.0,200000.0,28200000.0,700000.0,27100000.0,400000.0
Net Income,61200000.0,145400000.0,30800000.0,-31100000.0,62000000.0,88900000.0,132900000.0
Change In Cash,61400000.0,-119400000.0,-18800000.0,-370800000.0,-2800000.0,23400000.0,-90100000.0
Repurchase Of Stock,-2100000.0,-100400000.0,-75400000.0,-131900000.0,-111200000.0,-50900000.0,-149500000.0
Effect Of Exchange Rate,6300000.0,7400000.0,8300000.0,-2000000.0,400000.0,-2100000.0,-8400000.0
Total Cash From Operating Activities,97600000.0,116400000.0,125800000.0,179800000.0,257200000.0,136700000.0,116000000.0
Depreciation,52000000.0,52000000.0,48800000.0,60400000.0,60500000.0,58400000.0,58100000.0
Other Cashflows From Investing Activities,45300000.0,45300000.0,-500000.0,-1300000.0,700000.0,600000.0,700000.0
Dividends Paid,-66300000.0,-66200000.0,-66100000.0,-65200000.0,-64700000.0,-65000000.0,-64200000.0
Change To Account Receivables,-77900000.0,1400000.0,-202200000.0,204800000.0,-9700000.0,-6000000.0,-220900000.0
Change To Netincome,48000000.0,62000000.0,65100000.0,125900000.0,72200000.0,66400000.0,134200000.0
Capital Expenditures,-22000000.0,-24100000.0,-32500000.0,-19700000.0,-21400000.0,-28400000.0,-30500000.0
Other Cashflows From Financing Activities,4800000.0,4800000.0,-52900000.0,-58300000.0,-3400000.0,,
Net Borrowings,4800000.0,-4800000.0,416200000.0,-423800000.0,,,
