,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-199800000.0,771300000.0,-140400000.0,250700000.0,305800000.0
Change To Liabilities,44900000.0,28200000.0,7300000.0,117500000.0,128900000.0
Total Cashflows From Investing Activities,-303000000.0,564800000.0,-528200000.0,-288900000.0,13800000.0
Net Borrowings,16900000.0,-16900000.0,-454800000.0,416200000.0,-423800000.0
Total Cash From Financing Activities,-794800000.0,-968600000.0,-1228800000.0,-222400000.0,-1131700000.0
Change To Operating Activities,-1900000.0,-40900000.0,-141000000.0,-74700000.0,-320500000.0
Issuance Of Stock,64500000.0,56900000.0,55600000.0,54700000.0,56400000.0
Net Income,306200000.0,566900000.0,345000000.0,257800000.0,252700000.0
Change In Cash,178500000.0,446700000.0,-1229300000.0,106500000.0,-440300000.0
Repurchase Of Stock,-725800000.0,-756600000.0,-554900000.0,-381100000.0,-443500000.0
Effect Of Exchange Rate,17000000.0,-10600000.0,-1200000.0,5800000.0,-12100000.0
Total Cash From Operating Activities,1259300000.0,861100000.0,528900000.0,612000000.0,689700000.0
Depreciation,220300000.0,210600000.0,210300000.0,212400000.0,237400000.0
Other Cashflows From Investing Activities,75000000.0,44800000.0,44800000.0,44800000.0,700000.0
Dividends Paid,-150400000.0,-249300000.0,-260100000.0,-264100000.0,-259100000.0
Change To Account Receivables,203800000.0,96300000.0,-118100000.0,-76100000.0,-31800000.0
Other Cashflows From Financing Activities,-2700000.0,-2700000.0,-14600000.0,-48100000.0,-61700000.0
Change To Netincome,38700000.0,269200000.0,265900000.0,232300000.0,398700000.0
Capital Expenditures,-151200000.0,-147400000.0,-109600000.0,-100400000.0,-100000000.0
