,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,161300000.0,151900000.0,266700000.0,335100000.0,315300000.0,295100000.0,284300000.0
Capital Surplus,7255700000.0,7214800000.0,7156900000.0,7110900000.0,7042800000.0,7036800000.0,6972600000.0
Total Liab,4277200000.0,4133900000.0,4834800000.0,4281500000.0,4382500000.0,4337600000.0,4570100000.0
Total Stockholder Equity,4464300000.0,4560800000.0,4543500000.0,4429600000.0,4340900000.0,4383800000.0,4316900000.0
Other Current Liab,879500000.0,786100000.0,948500000.0,953600000.0,942800000.0,885000000.0,998100000.0
Total Assets,8741500000.0,8694700000.0,9378300000.0,8711100000.0,8723400000.0,8721400000.0,8887000000.0
Other Current Assets,70000000.0,79600000.0,60100000.0,53500000.0,51900000.0,46900000.0,45400000.0
Retained Earnings,-2768500000.0,-2669200000.0,-2669000000.0,-2762600000.0,-2757800000.0,-2697000000.0,-2653600000.0
Other Liab,796100000.0,759000000.0,804400000.0,823300000.0,836500000.0,851600000.0,862100000.0
Good Will,3337100000.0,3337100000.0,3669600000.0,3753300000.0,3754100000.0,3754100000.0,3762100000.0
Treasury Stock,-22900000.0,15200000.0,55600000.0,81300000.0,55900000.0,44000000.0,-2100000.0
Other Assets,383000000.0,248100000.0,278200000.0,286000000.0,302500000.0,232900000.0,291200000.0
Cash,1460300000.0,1341500000.0,1361900000.0,989100000.0,986700000.0,1010700000.0,922500000.0
Total Current Liabilities,1596300000.0,1501600000.0,2161100000.0,1607700000.0,1690900000.0,1639100000.0,1876500000.0
Other Stockholder Equity,-22900000.0,15200000.0,55600000.0,81300000.0,55900000.0,44000000.0,-2100000.0
Property Plant Equipment,955800000.0,941300000.0,946900000.0,929400000.0,906000000.0,889500000.0,864300000.0
Total Current Assets,3001200000.0,3038500000.0,3271200000.0,2600300000.0,2646100000.0,2739600000.0,2956600000.0
Long Term Investments,903100000.0,977800000.0,945700000.0,807000000.0,799400000.0,810200000.0,728500000.0
Net Tangible Assets,965900000.0,1071800000.0,607200000.0,341200000.0,271500000.0,334600000.0,270500000.0
Short Term Investments,404800000.0,506500000.0,422000000.0,304300000.0,345900000.0,331600000.0,330600000.0
Net Receivables,754700000.0,754000000.0,964100000.0,758900000.0,768300000.0,774300000.0,994400000.0
Long Term Debt,1722700000.0,1714100000.0,1705800000.0,1686500000.0,1694400000.0,1692000000.0,1689300000.0
Inventory,118000000.0,166400000.0,210200000.0,247100000.0,211500000.0,223200000.0,272600000.0
Accounts Payable,238000000.0,269600000.0,277000000.0,244800000.0,259800000.0,269700000.0,273700000.0
Short Long Term Debt,,,421500000.0,,,,
