,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Net Income,107000000.0,207000000.0,1453000000.0,322000000.0,538000000.0,506000000.0,524000000.0
Change To Liabilities,-151000000.0,93000000.0,51000000.0,156000000.0,86000000.0,17000000.0,0.0
Total Cashflows From Investing Activities,-181000000.0,-78000000.0,979000000.0,98000000.0,177000000.0,-108000000.0,
Net Borrowings,-148000000.0,-103000000.0,-473000000.0,-5000000.0,-4000000.0,233000000.0,
Total Cash From Financing Activities,-232000000.0,-290000000.0,-933000000.0,-371000000.0,-344000000.0,-228000000.0,
Change To Operating Activities,88000000.0,85000000.0,-158000000.0,-199000000.0,63000000.0,82000000.0,
Change In Cash,-31000000.0,76000000.0,340000000.0,-164000000.0,263000000.0,286000000.0,
Repurchase Of Stock,-105000000.0,-105000000.0,-378000000.0,-267000000.0,-250000000.0,-286000000.0,
Effect Of Exchange Rate,3000000.0,13000000.0,20000000.0,-7000000.0,3000000.0,-8000000.0,
Total Cash From Operating Activities,379000000.0,431000000.0,274000000.0,116000000.0,427000000.0,630000000.0,
Depreciation,88000000.0,90000000.0,88000000.0,87000000.0,93000000.0,96000000.0,
Other Cashflows From Investing Activities,-8000000.0,-8000000.0,-14000000.0,-10000000.0,-14000000.0,-12000000.0,
Dividends Paid,-74000000.0,-73000000.0,-72000000.0,-78000000.0,-76000000.0,-76000000.0,
Change To Inventory,38000000.0,51000000.0,46000000.0,-62000000.0,-88000000.0,-57000000.0,
Change To Account Receivables,178000000.0,29000000.0,-55000000.0,-184000000.0,-253000000.0,35000000.0,
Other Cashflows From Financing Activities,-10000000.0,-9000000.0,-10000000.0,-21000000.0,-14000000.0,-99000000.0,
Change To Netincome,30000000.0,-124000000.0,-1152000000.0,-6000000.0,-11000000.0,-50000000.0,
Capital Expenditures,-88000000.0,-72000000.0,-85000000.0,-92000000.0,-110000000.0,-102000000.0,
Investments,1074000000.0,1074000000.0,1074000000.0,200000000.0,300000000.0,,
