,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,317000000.0,317000000.0,319000000.0,308000000.0,304000000.0,303000000.0,735000000.0
Capital Surplus,252000000.0,248000000.0,257000000.0,253000000.0,292000000.0,313000000.0,333000000.0
Total Liab,6637000000.0,6885000000.0,7014000000.0,6849000000.0,7063000000.0,7312000000.0,7438000000.0
Total Stockholder Equity,2487000000.0,2508000000.0,3526000000.0,3542000000.0,3798000000.0,3919000000.0,4189000000.0
Minority Interest,382000000.0,376000000.0,369000000.0,365000000.0,359000000.0,352000000.0,348000000.0
Other Current Liab,194000000.0,293000000.0,177000000.0,122000000.0,191000000.0,235000000.0,554000000.0
Total Assets,9506000000.0,9769000000.0,10909000000.0,10756000000.0,11220000000.0,11583000000.0,11975000000.0
Other Current Assets,62000000.0,57000000.0,55000000.0,53000000.0,72000000.0,90000000.0,70000000.0
Retained Earnings,6576000000.0,6710000000.0,8091000000.0,8335000000.0,8797000000.0,9227000000.0,9677000000.0
Other Liab,1203000000.0,1145000000.0,1606000000.0,1592000000.0,1597000000.0,1579000000.0,1557000000.0
Good Will,1098000000.0,1128000000.0,1166000000.0,1134000000.0,1143000000.0,1131000000.0,1412000000.0
Treasury Stock,-4341000000.0,-4450000000.0,-4822000000.0,-5046000000.0,-5291000000.0,-5621000000.0,-5821000000.0
Other Assets,499000000.0,499000000.0,670000000.0,711000000.0,757000000.0,797000000.0,769000000.0
Cash,539000000.0,615000000.0,955000000.0,791000000.0,1054000000.0,1340000000.0,536000000.0
Total Current Liabilities,2262000000.0,2409000000.0,1973000000.0,1935000000.0,2129000000.0,1812000000.0,2505000000.0
Deferred Long Term Asset Charges,100000000.0,87000000.0,259000000.0,255000000.0,257000000.0,254000000.0,248000000.0
Other Stockholder Equity,-346000000.0,-344000000.0,-328000000.0,-302000000.0,-298000000.0,-328000000.0,-329000000.0
Property Plant Equipment,3926000000.0,4061000000.0,4171000000.0,4097000000.0,4137000000.0,4155000000.0,4429000000.0
Total Current Assets,2709000000.0,2771000000.0,3763000000.0,3710000000.0,4061000000.0,4355000000.0,3807000000.0
Long Term Investments,957000000.0,993000000.0,820000000.0,796000000.0,818000000.0,842000000.0,823000000.0
Net Tangible Assets,1072000000.0,1063000000.0,2041000000.0,2100000000.0,2351000000.0,2485000000.0,2042000000.0
Short Term Investments,36000000.0,35000000.0,533000000.0,331000000.0,29000000.0,28000000.0,10000000.0
Net Receivables,1041000000.0,1063000000.0,1242000000.0,1510000000.0,1788000000.0,1738000000.0,1667000000.0
Long Term Debt,2861000000.0,2939000000.0,3069000000.0,2941000000.0,2968000000.0,3545000000.0,3176000000.0
Inventory,1031000000.0,1001000000.0,978000000.0,1025000000.0,1118000000.0,1159000000.0,1524000000.0
Accounts Payable,599000000.0,699000000.0,797000000.0,906000000.0,998000000.0,1042000000.0,1160000000.0
Short Long Term Debt,520000000.0,519000000.0,469000000.0,479000000.0,94000000.0,35000000.0,
