,2018-01-31,2019-01-31,2020-01-31,2021-01-31
Intangible Assets,,5800000000.0,5200000000.0,4900000000.0
Capital Surplus,2648000000.0,2965000000.0,3247000000.0,3646000000.0
Total Liab,123700000000.0,139661000000.0,154943000000.0,164965000000.0
Total Stockholder Equity,77869000000.0,72496000000.0,74669000000.0,80925000000.0
Minority Interest,2953000000.0,7138000000.0,6883000000.0,6606000000.0
Other Current Liab,2662000000.0,2360000000.0,8975000000.0,22528000000.0
Total Assets,204522000000.0,219295000000.0,236495000000.0,252496000000.0
Common Stock,295000000.0,288000000.0,284000000.0,282000000.0
Other Current Assets,,34000000.0,,19200000000.0
Retained Earnings,85107000000.0,80785000000.0,83943000000.0,88763000000.0
Other Liab,8168000000.0,11553000000.0,12265000000.0,13914000000.0
Good Will,18242000000.0,31181000000.0,31073000000.0,28983000000.0
Treasury Stock,-10181000000.0,-11542000000.0,-12805000000.0,-11766000000.0
Other Assets,4184000000.0,5027000000.0,5377000000.0,3737000000.0
Cash,6756000000.0,7722000000.0,9465000000.0,17741000000.0
Total Current Liabilities,78521000000.0,77477000000.0,77790000000.0,92645000000.0
Deferred Long Term Asset Charges,1879000000.0,1796000000.0,1914000000.0,1836000000.0
Short Long Term Debt,3738000000.0,1876000000.0,5362000000.0,3115000000.0
Other Stockholder Equity,-10181000000.0,-11542000000.0,-12805000000.0,-11766000000.0
Property Plant Equipment,114818000000.0,111395000000.0,127049000000.0,109848000000.0
Total Current Assets,59664000000.0,61897000000.0,61806000000.0,90067000000.0
Long Term Investments,7614000000.0,3995000000.0,5990000000.0,14961000000.0
Net Tangible Assets,59627000000.0,35515000000.0,38396000000.0,47042000000.0
Net Receivables,5614000000.0,6283000000.0,6284000000.0,6516000000.0
Long Term Debt,30231000000.0,43948000000.0,44410000000.0,41650000000.0
Inventory,43783000000.0,44269000000.0,44435000000.0,44949000000.0
Accounts Payable,46092000000.0,47060000000.0,46973000000.0,49141000000.0
