,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-3214600000.0,-6790000000.0,-4034100000.0,-5999700000.0,-2677200000.0
Change To Liabilities,1834900000.0,2529600000.0,2313900000.0,1377600000.0,2511100000.0
Total Cashflows From Investing Activities,-3406700000.0,-7034900000.0,-4338300000.0,-6117700000.0,-3119800000.0
Net Borrowings,156500000.0,1096900000.0,986300000.0,986300000.0,-520000000.0
Total Cash From Financing Activities,-300900000.0,549800000.0,-1770900000.0,-938800000.0,-4516300000.0
Change To Operating Activities,1033300000.0,1556000000.0,1339300000.0,1594700000.0,4076900000.0
Net Income,1592200000.0,2615300000.0,3970300000.0,5704600000.0,3350900000.0
Change In Cash,48900000.0,-200300000.0,152400000.0,-150900000.0,125600000.0
Repurchase Of Stock,-62500000.0,-79000000.0,-91300000.0,-111600000.0,-223000000.0
Total Cash From Operating Activities,3756800000.0,6284800000.0,6261600000.0,6905600000.0,7761700000.0
Depreciation,236100000.0,262400000.0,306100000.0,331800000.0,337400000.0
Other Cashflows From Investing Activities,-33600000.0,11700000.0,6000000.0,83600000.0,47900000.0
Dividends Paid,-395400000.0,-668400000.0,-1670000000.0,-1577800000.0,-3773300000.0
Change To Account Receivables,-913200000.0,-1074600000.0,-1010200000.0,-652800000.0,-1146800000.0
Change To Netincome,146100000.0,554800000.0,-885000000.0,-1427200000.0,-1281800000.0
Capital Expenditures,-155700000.0,-266000000.0,-363500000.0,-223500000.0,-243500000.0
Issuance Of Stock,500000.0,3300000.0,1600000.0,7300000.0,
Other Cashflows From Financing Activities,-296900000.0,-296900000.0,-11200000.0,-243000000.0,
Effect Of Exchange Rate,-300000.0,,,,
