,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,1354500000.0,1450500000.0,1408600000.0,1466300000.0,1507100000.0,1562600000.0,1472900000.0
Capital Surplus,1614500000.0,1629400000.0,1672900000.0,1685500000.0,1712300000.0,1735900000.0,1772900000.0
Total Liab,42735500000.0,44803600000.0,47059700000.0,47576800000.0,51148700000.0,54060000000.0,52900700000.0
Total Stockholder Equity,16176700000.0,17593300000.0,16544700000.0,17342600000.0,18181700000.0,18064200000.0,17737700000.0
Deferred Long Term Liab,14200000.0,21700000.0,25300000.0,,,,47700000.0
Other Current Liab,13944600000.0,14455000000.0,16295500000.0,15476800000.0,15651600000.0,16766100000.0,15674300000.0
Total Assets,59406100000.0,62890800000.0,64098300000.0,65413300000.0,69824300000.0,72618100000.0,71132300000.0
Common Stock,585400000.0,585600000.0,585200000.0,585200000.0,585200000.0,585000000.0,584400000.0
Other Current Assets,3877300000.0,4196900000.0,4252400000.0,4364600000.0,4961000000.0,5241000000.0,5188000000.0
Retained Earnings,13001800000.0,14427700000.0,13354900000.0,14679600000.0,15401000000.0,15390000000.0,15339700000.0
Other Liab,475000000.0,683100000.0,10754900000.0,604600000.0,631500000.0,510400000.0,297800000.0
Good Will,452700000.0,452700000.0,452700000.0,452700000.0,452700000.0,452700000.0,452700000.0
Treasury Stock,975000000.0,950600000.0,931700000.0,392300000.0,483200000.0,353300000.0,40700000.0
Other Assets,557200000.0,542900000.0,578100000.0,642400000.0,718600000.0,735000000.0,1150500000.0
Cash,108000000.0,90100000.0,76500000.0,122900000.0,99500000.0,270600000.0,187100000.0
Total Current Liabilities,36683400000.0,38538900000.0,30808600000.0,42075300000.0,45619600000.0,48651400000.0,47595600000.0
Deferred Long Term Asset Charges,,,11900000.0,,,,16300000.0
Other Stockholder Equity,975000000.0,950600000.0,931700000.0,392300000.0,483200000.0,353300000.0,40700000.0
Property Plant Equipment,1359800000.0,1355700000.0,1271500000.0,1077400000.0,1086400000.0,1161000000.0,1309900000.0
Total Current Assets,16604500000.0,17992500000.0,18075600000.0,16617000000.0,16827300000.0,17508100000.0,16174800000.0
Long Term Investments,39077400000.0,41096500000.0,42311800000.0,45157500000.0,49232200000.0,51198700000.0,50571500000.0
Net Tangible Assets,15524300000.0,16955100000.0,15920600000.0,16732700000.0,17582500000.0,17479600000.0,17167700000.0
Short Term Investments,4700500000.0,4667800000.0,5218500000.0,2243100000.0,1710600000.0,1088700000.0,942600000.0
Net Receivables,7557400000.0,8574300000.0,8160100000.0,9218800000.0,9436200000.0,10246700000.0,9399500000.0
Long Term Debt,5394700000.0,5395400000.0,5396100000.0,4896900000.0,4897600000.0,4898200000.0,4898800000.0
Accounts Payable,22738800000.0,24083900000.0,14434200000.0,26098600000.0,29468100000.0,31885300000.0,31848900000.0
Short Long Term Debt,,,,499900000.0,499900000.0,,
