,2017-12-30,2018-12-29,2019-12-28,2021-01-02
Investments,-7000000.0,-397000000.0,64000000.0,-66000000.0
Change To Liabilities,193000000.0,115000000.0,-9000000.0,-9000000.0
Total Cashflows From Investing Activities,149000000.0,-948000000.0,774000000.0,-585000000.0
Net Borrowings,551000000.0,360000000.0,-954000000.0,-678000000.0
Total Cash From Financing Activities,-604000000.0,-566000000.0,-1905000000.0,-1388000000.0
Change To Operating Activities,-13000000.0,-154000000.0,40000000.0,216000000.0
Issuance Of Stock,97000000.0,167000000.0,64000000.0,112000000.0
Net Income,1254000000.0,1336000000.0,960000000.0,1251000000.0
Change In Cash,1000000.0,40000000.0,76000000.0,38000000.0
Effect Of Exchange Rate,53000000.0,18000000.0,31000000.0,25000000.0
Total Cash From Operating Activities,403000000.0,1536000000.0,1176000000.0,1986000000.0
Depreciation,481000000.0,516000000.0,484000000.0,479000000.0
Other Cashflows From Investing Activities,1249000000.0,55000000.0,-28000000.0,-7000000.0
Dividends Paid,-736000000.0,-762000000.0,-769000000.0,-782000000.0
Change To Inventory,80000000.0,-86000000.0,2000000.0,-54000000.0
Change To Account Receivables,-1300000000.0,76000000.0,-145000000.0,75000000.0
Other Cashflows From Financing Activities,-11000000.0,-11000000.0,-26000000.0,-40000000.0
Change To Netincome,-292000000.0,-267000000.0,-156000000.0,28000000.0
Capital Expenditures,-501000000.0,-578000000.0,-586000000.0,-505000000.0
Repurchase Of Stock,-516000000.0,-320000000.0,-220000000.0,
