,2020-06-27,2020-09-26,2021-01-02,2021-04-03
Intangible Assets,2486000000.0,2498000000.0,2491000000.0,2449000000.0
Capital Surplus,929000000.0,948000000.0,972000000.0,954000000.0
Total Liab,15145000000.0,15336000000.0,14360000000.0,14409000000.0
Total Stockholder Equity,2870000000.0,3044000000.0,3112000000.0,3138000000.0
Minority Interest,536000000.0,542000000.0,524000000.0,517000000.0
Other Current Liab,877000000.0,801000000.0,758000000.0,974000000.0
Total Assets,18551000000.0,18922000000.0,17996000000.0,18064000000.0
Common Stock,105000000.0,105000000.0,105000000.0,105000000.0
Other Current Assets,319000000.0,281000000.0,222000000.0,262000000.0
Retained Earnings,8166000000.0,8318000000.0,8326000000.0,8506000000.0
Other Liab,1799000000.0,1753000000.0,1834000000.0,1852000000.0
Good Will,5768000000.0,5780000000.0,5799000000.0,5768000000.0
Treasury Stock,-6330000000.0,-6327000000.0,-6291000000.0,-6427000000.0
Other Assets,1279000000.0,1307000000.0,1389000000.0,1401000000.0
Cash,1047000000.0,1329000000.0,435000000.0,391000000.0
Total Current Liabilities,5856000000.0,6034000000.0,5238000000.0,5385000000.0
Short Long Term Debt,1403000000.0,1425000000.0,636000000.0,612000000.0
Other Stockholder Equity,-1717000000.0,-1757000000.0,-1732000000.0,-1665000000.0
Property Plant Equipment,4098000000.0,4141000000.0,4371000000.0,4277000000.0
Total Current Assets,4492000000.0,4753000000.0,3482000000.0,3639000000.0
Long Term Investments,428000000.0,443000000.0,464000000.0,530000000.0
Net Tangible Assets,-5384000000.0,-5234000000.0,-5178000000.0,-5079000000.0
Net Receivables,1692000000.0,1626000000.0,1537000000.0,1660000000.0
Long Term Debt,6958000000.0,7026000000.0,6768000000.0,6670000000.0
Inventory,1230000000.0,1263000000.0,1284000000.0,1319000000.0
Accounts Payable,2393000000.0,2449000000.0,2471000000.0,2476000000.0
Deferred Long Term Asset Charges,223000000.0,219000000.0,254000000.0,
Short Term Investments,200000000.0,250000000.0,,
