,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Capital Surplus,8886586000.0,8935453000.0,8965577000.0,9128599000.0
Total Liab,9729781000.0,9615454000.0,10164843000.0,9184454000.0
Total Stockholder Equity,10205184000.0,10135924000.0,10278226000.0,10488371000.0
Minority Interest,598354000.0,605551000.0,692420000.0,576786000.0
Other Current Liab,192828000.0,206601000.0,218326000.0,232262000.0
Total Assets,20570599000.0,20394209000.0,21172769000.0,20286891000.0
Common Stock,3680000.0,3694000.0,3717000.0,3723000.0
Other Current Assets,50115000.0,68871000.0,71246000.0,57137000.0
Retained Earnings,1403530000.0,1261763000.0,1386495000.0,1399715000.0
Other Liab,405264000.0,413693000.0,417025000.0,405544000.0
Treasury Stock,-88612000.0,-64986000.0,-77563000.0,-43666000.0
Other Assets,348141000.0,326485000.0,299130000.0,336285000.0
Cash,50647000.0,47442000.0,45753000.0,42591000.0
Total Current Liabilities,666983000.0,1330407000.0,1397361000.0,838092000.0
Other Stockholder Equity,-88612000.0,-64986000.0,-77563000.0,-43666000.0
Property Plant Equipment,19887555000.0,19724832000.0,20672907000.0,19756785000.0
Total Current Assets,105905000.0,118313000.0,148494000.0,141039000.0
Long Term Investments,58254000.0,58349000.0,52238000.0,52782000.0
Net Tangible Assets,10034440000.0,9969694000.0,10278226000.0,10488371000.0
Net Receivables,,,31495000.0,41311000.0
Long Term Debt,8657534000.0,7871354000.0,8019123000.0,7629426000.0
Accounts Payable,114766000.0,102471000.0,94350000.0,107366000.0
Intangible Assets,170744000.0,166230000.0,,
Short Long Term Debt,1597000.0,459530000.0,,
