,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Capital Surplus,9118332000.0,9166018000.0,9128599000.0,9083346000.0,9110121000.0,9131078000.0,9121122000.0,9142969000.0,9229738000.0
Total Liab,9540780000.0,9575906000.0,9184454000.0,9207251000.0,9382176000.0,9329432000.0,9483056000.0,9299744000.0,9071476000.0
Total Stockholder Equity,10560393000.0,10480200000.0,10488371000.0,10277520000.0,10396711000.0,10625277000.0,10917668000.0,10776587000.0,10852809000.0
Minority Interest,576498000.0,530592000.0,576786000.0,646964000.0,648179000.0,671026000.0,731237000.0,716626000.0,612780000.0
Other Current Liab,232208000.0,232237000.0,232262000.0,232737000.0,232958000.0,233306000.0,233502000.0,242574000.0,242667000.0
Total Assets,20714951000.0,20623978000.0,20286891000.0,20169015000.0,20464346000.0,20663015000.0,21169241000.0,20830237000.0,20574345000.0
Common Stock,3722000.0,3722000.0,3723000.0,3729000.0,3744000.0,3750000.0,3755000.0,3760000.0,3761000.0
Other Current Assets,58117000.0,56881000.0,57137000.0,62383000.0,353009000.0,187042000.0,236404000.0,70560000.0,73641000.0
Retained Earnings,1505694000.0,1371938000.0,1399715000.0,1231808000.0,1321875000.0,1527115000.0,1827063000.0,1661705000.0,1649960000.0
Other Liab,379213000.0,392975000.0,405544000.0,396603000.0,404045000.0,414818000.0,419243000.0,371169000.0,360555000.0
Treasury Stock,-67355000.0,-61478000.0,-43666000.0,-41363000.0,-39029000.0,-36666000.0,-34272000.0,-31847000.0,-30650000.0
Other Assets,384709000.0,326691000.0,336285000.0,333740000.0,348586000.0,325876000.0,318075000.0,280337000.0,293599000.0
Cash,187416000.0,178333000.0,42591000.0,35453000.0,39492000.0,39707000.0,123832000.0,41140000.0,45010000.0
Total Current Liabilities,409573000.0,456517000.0,838092000.0,886007000.0,1044830000.0,486605000.0,742608000.0,587126000.0,617311000.0
Other Stockholder Equity,-67355000.0,-61478000.0,-43666000.0,-41363000.0,-39029000.0,-36666000.0,-34272000.0,-31847000.0,-30650000.0
Property Plant Equipment,20029399000.0,19972555000.0,19756785000.0,19638824000.0,19631316000.0,20000536000.0,20330339000.0,20263512000.0,19969914000.0
Total Current Assets,245533000.0,269904000.0,141039000.0,143177000.0,431080000.0,257174000.0,393379000.0,136296000.0,141560000.0
Long Term Investments,55310000.0,54828000.0,52782000.0,53274000.0,53364000.0,79429000.0,127448000.0,150092000.0,169272000.0
Net Tangible Assets,10560393000.0,10480200000.0,10488371000.0,10277520000.0,10396711000.0,10625277000.0,10917668000.0,10776587000.0,10852809000.0
Net Receivables,,34690000.0,41311000.0,45341000.0,38579000.0,30425000.0,33143000.0,24596000.0,22909000.0
Long Term Debt,8421859000.0,8396730000.0,7629426000.0,7607803000.0,7618922000.0,8114648000.0,8026423000.0,8030156000.0,7783097000.0
Accounts Payable,109776000.0,158611000.0,107366000.0,168028000.0,114288000.0,166522000.0,107013000.0,157681000.0,119402000.0
