,2017-10-01,2018-09-30,2019-09-29,2020-09-27,2021-10-03
Investments,529700000.0,312400000.0,167700000.0,-183500000.0,56700000.0
Change To Liabilities,177200000.0,7501000000.0,1400000.0,-179800000.0,183800000.0
Total Cashflows From Investing Activities,-850000000.0,-2361500000.0,-1010800000.0,-1711500000.0,-319500000.0
Net Borrowings,350200000.0,5584100000.0,1646000000.0,5166500000.0,-1681200000.0
Total Cash From Financing Activities,-3079100000.0,-3242800000.0,-10056900000.0,1713300000.0,-3651000000.0
Change To Operating Activities,87200000.0,-823100000.0,780900000.0,-1268400000.0,-878300000.0
Issuance Of Stock,150800000.0,153900000.0,409800000.0,298800000.0,246200000.0
Net Income,2884700000.0,4518300000.0,3599200000.0,928300000.0,4199300000.0
Change In Cash,333500000.0,6294000000.0,-6069700000.0,1664300000.0,2104800000.0
Repurchase Of Stock,-2125300000.0,-7196200000.0,-10333900000.0,-1790800000.0,-97000000.0
Effect Of Exchange Rate,10800000.0,-39500000.0,-49000000.0,64700000.0,86200000.0
Total Cash From Operating Activities,4251800000.0,11937800000.0,5047000000.0,1597800000.0,5989100000.0
Depreciation,1067100000.0,1305900000.0,1449300000.0,1503200000.0,1524100000.0
Other Cashflows From Investing Activities,54300000.0,5600000.0,-56200000.0,-44400000.0,-81200000.0
Dividends Paid,-1450400000.0,-1743400000.0,-1761300000.0,-1923500000.0,-2119000000.0
Change To Inventory,14000000.0,-41200000.0,-173000000.0,-10900000.0,-49800000.0
Change To Account Receivables,-96800000.0,131000000.0,-197700000.0,-2700000.0,-43000000.0
Change To Netincome,210300000.0,-800100000.0,-1650200000.0,1842700000.0,766900000.0
Capital Expenditures,-1519400000.0,-1976400000.0,-1806600000.0,-1483600000.0,-1470000000.0
Other Cashflows From Financing Activities,-4400000.0,-41200000.0,-17500000.0,-37700000.0,
