,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,143000000.0,-7000000.0,80000000.0,-151000000.0,279000000.0,154000000.0,-144000000.0,0.0,227000000.0
Total Cashflows From Investing Activities,-1114000000.0,-1302000000.0,-1277000000.0,-1282000000.0,-1130000000.0,-1242000000.0,-1497000000.0,-1471000000.0,-1471000000.0
Net Borrowings,-560000000.0,967000000.0,1293000000.0,546000000.0,2475000000.0,1021000000.0,521000000.0,544000000.0,1177000000.0
Total Cash From Financing Activities,-8000000.0,424000000.0,1080000000.0,1511000000.0,2271000000.0,724000000.0,939000000.0,914000000.0,914000000.0
Change To Operating Activities,-555000000.0,802000000.0,-858000000.0,-730000000.0,-2258000000.0,374000000.0,-502000000.0,-544000000.0,-544000000.0
Issuance Of Stock,811000000.0,12000000.0,2000000.0,15000000.0,10000000.0,3000000.0,4000000.0,2000000.0,2000000.0
Net Income,318000000.0,-288000000.0,526000000.0,259000000.0,318000000.0,-341000000.0,523000000.0,0.0,241000000.0
Change In Cash,-812000000.0,-432000000.0,-5000000.0,301000000.0,-305000000.0,440000000.0,-131000000.0,-111000000.0,-111000000.0
Total Cash From Operating Activities,310000000.0,446000000.0,192000000.0,72000000.0,-1446000000.0,958000000.0,427000000.0,446000000.0,446000000.0
Depreciation,504000000.0,507000000.0,299000000.0,542000000.0,548000000.0,619000000.0,268000000.0,592000000.0,592000000.0
Other Cashflows From Investing Activities,132000000.0,-5000000.0,106000000.0,76000000.0,105000000.0,113000000.0,60000000.0,30000000.0,30000000.0
Dividends Paid,-228000000.0,-237000000.0,-237000000.0,-247000000.0,-247000000.0,-282000000.0,-247000000.0,-262000000.0,-262000000.0
Change To Inventory,-20000000.0,-5000000.0,-19000000.0,-12000000.0,9000000.0,-7000000.0,-11000000.0,-5000000.0,-5000000.0
Change To Account Receivables,-78000000.0,-448000000.0,273000000.0,15000000.0,-308000000.0,-413000000.0,192000000.0,-211000000.0,-211000000.0
Other Cashflows From Financing Activities,-31000000.0,-318000000.0,22000000.0,-40000000.0,35000000.0,-18000000.0,-81000000.0,-35000000.0,-3000000.0
Change To Netincome,-2000000.0,-281000000.0,-243000000.0,-29000000.0,53000000.0,459000000.0,-19000000.0,142000000.0,142000000.0
Capital Expenditures,-1246000000.0,-1383000000.0,-1587000000.0,-1358000000.0,-1235000000.0,-1355000000.0,-1557000000.0,-1501000000.0,-1501000000.0
