,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,50000000.0,-31000000.0,288000000.0,87000000.0,138000000.0
Total Cashflows From Investing Activities,-3586000000.0,-4239000000.0,-4678000000.0,-4971000000.0,-5151000000.0
Net Borrowings,2034000000.0,1035000000.0,3446000000.0,4123000000.0,4563000000.0
Total Cash From Financing Activities,1007000000.0,82000000.0,4903000000.0,3727000000.0,5445000000.0
Change To Operating Activities,34000000.0,2301000000.0,-1149000000.0,-925000000.0,-3116000000.0
Issuance Of Stock,215000000.0,2391000000.0,2391000000.0,912000000.0,32000000.0
Net Income,565000000.0,-423000000.0,1284000000.0,739000000.0,759000000.0
Change In Cash,1018000000.0,-980000000.0,-82000000.0,19000000.0,305000000.0
Total Cash From Operating Activities,3597000000.0,3177000000.0,-307000000.0,1263000000.0,11000000.0
Depreciation,1882000000.0,1742000000.0,1613000000.0,1811000000.0,1977000000.0
Other Cashflows From Investing Activities,258000000.0,267000000.0,199000000.0,513000000.0,354000000.0
Dividends Paid,-707000000.0,-788000000.0,-810000000.0,-928000000.0,-1023000000.0
Change To Inventory,-12000000.0,-49000000.0,-83000000.0,-43000000.0,-21000000.0
Change To Account Receivables,6000000.0,-39000000.0,-76000000.0,-283000000.0,-514000000.0
Other Cashflows From Financing Activities,-535000000.0,-165000000.0,-124000000.0,-380000000.0,-104000000.0
Change To Netincome,1089000000.0,-554000000.0,-2462000000.0,-454000000.0,464000000.0
Capital Expenditures,-3844000000.0,-4509000000.0,-4877000000.0,-5484000000.0,-5505000000.0
