,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-18619000000.0,-40133000000.0,14461000000.0,-134123000000.0
Change To Liabilities,-4651000000.0,1483000000.0,6494000000.0,22909000000.0
Total Cashflows From Investing Activities,-20473000000.0,-40555000000.0,11964000000.0,-125851000000.0
Net Borrowings,16872000000.0,-12885000000.0,593000000.0,2370000000.0
Total Cash From Financing Activities,22599000000.0,47166000000.0,-13939000000.0,143982000000.0
Change To Operating Activities,4013000000.0,7527000000.0,-1927000000.0,-7352000000.0
Issuance Of Stock,171000000.0,125000000.0,118000000.0,79000000.0
Net Income,2354000000.0,3507000000.0,3704000000.0,3299000000.0
Change In Cash,1287000000.0,19067000000.0,7350000000.0,24983000000.0
Total Cash From Operating Activities,-839000000.0,12456000000.0,9325000000.0,6852000000.0
Depreciation,269000000.0,306000000.0,349000000.0,604000000.0
Other Cashflows From Investing Activities,-383000000.0,277000000.0,-59000000.0,-170000000.0
Dividends Paid,-592000000.0,-787000000.0,-1060000000.0,-1280000000.0
Change To Account Receivables,-3428000000.0,-1100000000.0,-125000000.0,-14609000000.0
Other Cashflows From Financing Activities,6141000000.0,61713000000.0,-11370000000.0,137873000000.0
Change To Netincome,604000000.0,733000000.0,830000000.0,2001000000.0
Capital Expenditures,-400000000.0,-570000000.0,-708000000.0,-631000000.0
Repurchase Of Stock,-1000000000.0,-1000000000.0,-2220000000.0,
