,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Total Stockholder Equity,25552000000.0,26068000000.0,48327000000.0,45055000000.0,47496000000.0,47488000000.0,46307000000.0,46307000000.0
Net Tangible Assets,22541000000.0,23073000000.0,26384000000.0,23265000000.0,25858000000.0,26004000000.0,24976000000.0,24976000000.0
Intangible Assets,1278000000.0,1258000000.0,9991000000.0,9838000000.0,9686000000.0,9532000000.0,9379000000.0,
Capital Surplus,4760000000.0,4797000000.0,26515000000.0,26629000000.0,26708000000.0,26755000000.0,26741000000.0,
Total Liab,369669000000.0,388024000000.0,492949000000.0,507863000000.0,517082000000.0,550106000000.0,611009000000.0,
Deferred Long Term Liab,,,303000000.0,,,,344000000.0,
Other Current Liab,301566000000.0,320717000000.0,358022000000.0,369898000000.0,368638000000.0,395275000000.0,443778000000.0,
Total Assets,400484000000.0,419355000000.0,549009000000.0,563457000000.0,574532000000.0,607548000000.0,667270000000.0,
Common Stock,15000000.0,15000000.0,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0,
Other Current Assets,803000000.0,501000000.0,300000000.0,300000000.0,1000000000.0,999000000.0,999000000.0,
Retained Earnings,20876000000.0,21261000000.0,21975000000.0,23029000000.0,23809000000.0,24880000000.0,25992000000.0,
Other Liab,269000000.0,292000000.0,4008000000.0,449000000.0,532000000.0,555000000.0,2166000000.0,
Good Will,1733000000.0,1737000000.0,11952000000.0,11952000000.0,11952000000.0,11952000000.0,11952000000.0,
Treasury Stock,-99000000.0,-5000000.0,-184000000.0,-4624000000.0,-3042000000.0,-4168000000.0,-6447000000.0,
Other Assets,2092000000.0,2606000000.0,789000000.0,4976000000.0,5386000000.0,7930000000.0,1522000000.0,
Cash,33574000000.0,27465000000.0,40348000000.0,48182000000.0,30337000000.0,34323000000.0,62975000000.0,
Total Current Liabilities,360874000000.0,379896000000.0,474458000000.0,489716000000.0,497842000000.0,530021000000.0,589188000000.0,
Other Stockholder Equity,5611000000.0,5686000000.0,5394000000.0,878000000.0,2408000000.0,1253000000.0,-1109000000.0,
Property Plant Equipment,2314000000.0,2346000000.0,3820000000.0,3054000000.0,3136000000.0,3164000000.0,4284000000.0,
Total Current Assets,111403000000.0,106787000000.0,184367000000.0,191050000000.0,184792000000.0,197996000000.0,250017000000.0,
Long Term Investments,281664000000.0,304621000000.0,338090000000.0,342587000000.0,359580000000.0,376974000000.0,390116000000.0,
Short Term Investments,33751000000.0,30095000000.0,51959000000.0,41172000000.0,41009000000.0,43200000000.0,56115000000.0,
Net Receivables,43275000000.0,48726000000.0,91760000000.0,101396000000.0,112446000000.0,119474000000.0,129928000000.0,
Long Term Debt,8526000000.0,7829000000.0,13632000000.0,17698000000.0,18708000000.0,19530000000.0,18914000000.0,
Accounts Payable,50135000000.0,52006000000.0,104201000000.0,101339000000.0,105012000000.0,113052000000.0,125671000000.0,
