,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Net Income,694000000.0,555000000.0,537000000.0,519000000.0,763000000.0,714000000.0,697000000.0,604000000.0,747000000.0,690000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,68934000000.0,12286000000.0,-38685000000.0,10759000000.0,-10649000000.0,4874000000.0,-1646000000.0,-1596000000.0,16525000000.0,
Total Cashflows From Investing Activities,74478000000.0,12173000000.0,-39412000000.0,6804000000.0,-9892000000.0,2610000000.0,-1694000000.0,-4336000000.0,17582000000.0,
Net Borrowings,-20195000000.0,-2607000000.0,-7395000000.0,-5891000000.0,-896000000.0,-114000000.0,1104000000.0,3318000000.0,-3535000000.0,
Total Cash From Financing Activities,-77061000000.0,-5791000000.0,34655000000.0,-1987000000.0,17552000000.0,-3011000000.0,-3508000000.0,-905000000.0,-12908000000.0,
Change To Operating Activities,144000000.0,-4496000000.0,594000000.0,-4592000000.0,-8872000000.0,-643000000.0,3114000000.0,3645000000.0,-5321000000.0,
Change In Cash,-1247000000.0,1163000000.0,-1381000000.0,1085000000.0,67000000.0,-13000000.0,-975000000.0,-655000000.0,539000000.0,
Total Cash From Operating Activities,1336000000.0,-5219000000.0,3376000000.0,-3732000000.0,-7593000000.0,388000000.0,4227000000.0,4586000000.0,-4135000000.0,
Depreciation,352000000.0,-1302000000.0,1710000000.0,417000000.0,404000000.0,377000000.0,-94000000.0,293000000.0,248000000.0,
Other Cashflows From Investing Activities,181000000.0,214000000.0,299000000.0,81000000.0,103000000.0,52000000.0,5000000.0,11000000.0,46000000.0,
Other Cashflows From Financing Activities,-56642000000.0,-2949000000.0,42285000000.0,5094000000.0,19088000000.0,-4598000000.0,-4336000000.0,-3994000000.0,-9373000000.0,
Change To Netincome,117000000.0,38000000.0,323000000.0,92000000.0,104000000.0,-12000000.0,418000000.0,208000000.0,122000000.0,
Capital Expenditures,-157000000.0,-153000000.0,-136000000.0,-162000000.0,-197000000.0,-197000000.0,-255000000.0,-138000000.0,-182000000.0,
Dividends Paid,-215000000.0,-221000000.0,-223000000.0,-209000000.0,-215000000.0,-199000000.0,-243000000.0,-229000000.0,,
Repurchase Of Stock,-9000000.0,-14000000.0,-12000000.0,-481000000.0,-425000000.0,-33000000.0,-33000000.0,,,
Issuance Of Stock,,,1900000000.0,1900000000.0,1900000000.0,1900000000.0,,,,
