,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,492900000.0,461800000.0,445100000.0,419200000.0,487300000.0,503300000.0,1628100000.0,1584600000.0,1556600000.0
Capital Surplus,3138300000.0,3161800000.0,3204900000.0,3262600000.0,3294100000.0,3335700000.0,3369500000.0,3403700000.0,3441800000.0
Total Liab,7693900000.0,7985200000.0,8047600000.0,7883200000.0,7942100000.0,8174600000.0,12493700000.0,12620700000.0,12546900000.0
Total Stockholder Equity,1055600000.0,1238500000.0,1297100000.0,1170300000.0,1048800000.0,837000000.0,705700000.0,893100000.0,1106200000.0
Other Current Liab,781700000.0,738200000.0,642900000.0,724500000.0,667700000.0,690800000.0,826000000.0,950800000.0,918500000.0
Total Assets,8749500000.0,9223700000.0,9344700000.0,9053500000.0,8990900000.0,9011600000.0,13199400000.0,13513800000.0,13653100000.0
Common Stock,1400000.0,1400000.0,1400000.0,1400000.0,1400000.0,1400000.0,1300000.0,1400000.0,1400000.0
Retained Earnings,-1932500000.0,-1794000000.0,-1813400000.0,-2004600000.0,-2163500000.0,-2402600000.0,-2570700000.0,-2408900000.0,-2197700000.0
Other Liab,132800000.0,138500000.0,124000000.0,97700000.0,101300000.0,144300000.0,457700000.0,450700000.0,470600000.0
Good Will,2532100000.0,2573400000.0,2595900000.0,2812400000.0,2731900000.0,2804600000.0,4382900000.0,4376500000.0,4369600000.0
Treasury Stock,-151600000.0,-130700000.0,-95800000.0,-89100000.0,-83200000.0,-97500000.0,-94400000.0,-103100000.0,-139300000.0
Other Assets,24900000.0,27400000.0,43900000.0,48300000.0,49300000.0,110000000.0,358900000.0,322300000.0,337900000.0
Cash,958400000.0,1249500000.0,1410200000.0,878600000.0,501200000.0,245100000.0,258100000.0,386900000.0,541600000.0
Total Current Liabilities,3561500000.0,3836600000.0,3898300000.0,3709300000.0,3770100000.0,3833200000.0,5096000000.0,5464600000.0,5415600000.0
Short Long Term Debt,37900000.0,72300000.0,70900000.0,19600000.0,19800000.0,28500000.0,102700000.0,83900000.0,105500000.0
Other Stockholder Equity,-151600000.0,-130700000.0,-95800000.0,-89100000.0,-83200000.0,-97500000.0,-94400000.0,-103100000.0,-139300000.0
Property Plant Equipment,463800000.0,401500000.0,306300000.0,303800000.0,300800000.0,301500000.0,351400000.0,359600000.0,349200000.0
Total Current Assets,5235800000.0,5759600000.0,5953500000.0,5469800000.0,5421600000.0,5292200000.0,6478100000.0,6870800000.0,7039800000.0
Net Tangible Assets,-1969400000.0,-1796700000.0,-1743900000.0,-2061300000.0,-2170400000.0,-2470900000.0,-5305300000.0,-5068000000.0,-4820000000.0
Net Receivables,3382900000.0,3671800000.0,3592100000.0,3630700000.0,3801400000.0,3955300000.0,5069600000.0,5184100000.0,5211400000.0
Long Term Debt,3861600000.0,3858600000.0,3856300000.0,3911100000.0,3909200000.0,4037700000.0,6755800000.0,6514800000.0,6481400000.0
Inventory,694800000.0,648100000.0,760000000.0,745100000.0,888700000.0,844400000.0,927600000.0,1054600000.0,1020100000.0
Accounts Payable,1809000000.0,1922000000.0,2088400000.0,2050800000.0,2207400000.0,2280700000.0,3114200000.0,3198300000.0,3315600000.0
