,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Change To Liabilities,-159500000.0,108900000.0,146900000.0,-37200000.0,144700000.0,72200000.0,194800000.0,87800000.0
Total Cashflows From Investing Activities,-74600000.0,-72100000.0,-28900000.0,-233600000.0,19500000.0,-155800000.0,-2399700000.0,-41300000.0
Net Borrowings,571200000.0,207700000.0,-139500000.0,-180300000.0,30200000.0,78600000.0,2677200000.0,-130400000.0
Total Cash From Financing Activities,524300000.0,137400000.0,-392900000.0,-643500000.0,-399000000.0,-389300000.0,2264600000.0,-208100000.0
Change To Operating Activities,18700000.0,-79200000.0,69800000.0,90700000.0,-179700000.0,37800000.0,12900000.0,204100000.0
Issuance Of Stock,37700000.0,37700000.0,37700000.0,37700000.0,4100000.0,18900000.0,9200000.0,8300000.0
Net Income,189100000.0,193200000.0,238300000.0,232600000.0,274100000.0,266600000.0,215300000.0,250200000.0
Change In Cash,744000000.0,291100000.0,160700000.0,-531600000.0,-377400000.0,-256100000.0,13000000.0,128800000.0
Repurchase Of Stock,-200000.0,-200000.0,-200200000.0,-386200000.0,-376900000.0,-450600000.0,-315200000.0,-20400000.0
Effect Of Exchange Rate,1500000.0,3200000.0,6600000.0,900000.0,1800000.0,-2800000.0,200000.0,-2600000.0
Total Cash From Operating Activities,292800000.0,222600000.0,575900000.0,344600000.0,300000.0,291800000.0,147900000.0,380800000.0
Depreciation,125200000.0,132400000.0,76600000.0,45200000.0,46600000.0,48200000.0,51200000.0,71400000.0
Dividends Paid,-54100000.0,-54100000.0,-57200000.0,-56500000.0,-55800000.0,-54800000.0,-67700000.0,-67500000.0
Change To Inventory,-22900000.0,55100000.0,-37200000.0,15400000.0,-143300000.0,40400000.0,-63500000.0,-130300000.0
Change To Account Receivables,128600000.0,-224500000.0,78500000.0,-15700000.0,-124800000.0,-183000000.0,-293300000.0,-125000000.0
Other Cashflows From Financing Activities,7200000.0,-16000000.0,4000000.0,-58200000.0,-600000.0,18600000.0,-38900000.0,1900000.0
Change To Netincome,13600000.0,36700000.0,3000000.0,13600000.0,-17300000.0,9600000.0,30500000.0,22600000.0
Capital Expenditures,-74600000.0,-33600000.0,-24400000.0,-20700000.0,-17800000.0,-27700000.0,-33800000.0,-41300000.0
Investments,,36000000.0,36000000.0,36000000.0,36000000.0,,,
