,2020-08-28,2020-11-27,2021-03-05,2021-06-04,2021-09-03,2021-12-03,2022-03-04,2022-06-03
Investments,-189000000.0,-28000000.0,-29000000.0,-12000000.0,-38000000.0,-428000000.0,-54000000.0,8000000.0
Change To Liabilities,-73000000.0,387000000.0,412000000.0,56000000.0,121000000.0,444000000.0,147000000.0,-89000000.0
Total Cashflows From Investing Activities,-315000000.0,-131000000.0,-1558000000.0,-107000000.0,-133000000.0,-1739000000.0,-260000000.0,-138000000.0
Total Cash From Financing Activities,-414000000.0,-940000000.0,-1244000000.0,-1080000000.0,-899000000.0,-1078000000.0,-2604000000.0,-1250000000.0
Change To Operating Activities,65000000.0,94000000.0,-442000000.0,271000000.0,-299000000.0,157000000.0,-576000000.0,249000000.0
Net Income,955000000.0,2250000000.0,1261000000.0,1116000000.0,1212000000.0,1233000000.0,1266000000.0,1178000000.0
Change In Cash,723000000.0,711000000.0,-1026000000.0,798000000.0,373000000.0,-779000000.0,-1105000000.0,626000000.0
Repurchase Of Stock,-578000000.0,-932000000.0,-1341000000.0,-1089000000.0,-1122000000.0,-1117000000.0,-2666000000.0,-1301000000.0
Effect Of Exchange Rate,16000000.0,4000000.0,4000000.0,-3000000.0,1000000.0,-28000000.0,-10000000.0,-26000000.0
Total Cash From Operating Activities,1436000000.0,1782000000.0,1772000000.0,1988000000.0,1404000000.0,2066000000.0,1769000000.0,2040000000.0
Depreciation,191000000.0,4000000.0,196000000.0,194000000.0,193000000.0,-7000000.0,213000000.0,212000000.0
Change To Account Receivables,32000000.0,-81000000.0,-82000000.0,43000000.0,-66000000.0,-325000000.0,191000000.0,96000000.0
Other Cashflows From Financing Activities,-17000000.0,-8000000.0,10000000.0,9000000.0,20000000.0,38000000.0,-29000000.0,51000000.0
Change To Netincome,248000000.0,-966000000.0,398000000.0,363000000.0,204000000.0,363000000.0,492000000.0,450000000.0
Capital Expenditures,-126000000.0,-103000000.0,-59000000.0,-95000000.0,-95000000.0,-99000000.0,-100000000.0,-126000000.0
Issuance Of Stock,181000000.0,87000000.0,87000000.0,203000000.0,203000000.0,1000000.0,91000000.0,
