,2020-08-28,2020-11-27,2021-03-05,2021-06-04,2021-09-03,2021-12-03,2022-03-04,2022-06-03,2022-09-02
Intangible Assets,1445000000.0,1359000000.0,1729000000.0,1641000000.0,1557000000.0,1820000000.0,1743000000.0,1650000000.0,1548000000.0
Capital Surplus,7195000000.0,7357000000.0,7617000000.0,7877000000.0,8209000000.0,8428000000.0,8750000000.0,9102000000.0,9548000000.0
Total Liab,10701000000.0,11020000000.0,11439000000.0,11730000000.0,11730000000.0,12444000000.0,12201000000.0,12341000000.0,12371000000.0
Total Stockholder Equity,11713000000.0,13264000000.0,13546000000.0,13852000000.0,14414000000.0,14797000000.0,13775000000.0,13985000000.0,14373000000.0
Other Current Liab,3614000000.0,3823000000.0,4347000000.0,4322000000.0,4422000000.0,4923000000.0,5082000000.0,4815000000.0,5056000000.0
Total Assets,22414000000.0,24284000000.0,24985000000.0,25582000000.0,26144000000.0,27241000000.0,25976000000.0,26326000000.0,26744000000.0
Other Current Assets,29000000.0,193000000.0,36000000.0,37000000.0,48000000.0,303000000.0,94000000.0,128000000.0,183000000.0
Retained Earnings,17383000000.0,19611000000.0,20521000000.0,21538000000.0,22750000000.0,23905000000.0,24961000000.0,26022000000.0,27158000000.0
Other Liab,935000000.0,892000000.0,1020000000.0,988000000.0,951000000.0,936000000.0,931000000.0,887000000.0,880000000.0
Good Will,10739000000.0,10742000000.0,11845000000.0,11859000000.0,11838000000.0,12668000000.0,12795000000.0,12801000000.0,12756000000.0
Treasury Stock,-12865000000.0,-13704000000.0,-14592000000.0,-15563000000.0,-16545000000.0,-17536000000.0,-19936000000.0,-21139000000.0,-22333000000.0
Other Assets,869000000.0,2033000000.0,2020000000.0,1973000000.0,2049000000.0,1968000000.0,1824000000.0,1747000000.0,1679000000.0
Cash,3767000000.0,4478000000.0,3452000000.0,4250000000.0,4623000000.0,3844000000.0,2739000000.0,3365000000.0,3870000000.0
Total Current Liabilities,5130000000.0,5512000000.0,5806000000.0,6145000000.0,6191000000.0,6932000000.0,7197000000.0,7385000000.0,7438000000.0
Deferred Long Term Asset Charges,219000000.0,1370000000.0,1262000000.0,1168000000.0,1190000000.0,1085000000.0,950000000.0,882000000.0,799000000.0
Short Long Term Debt,,,,,,,499000000.0,499000000.0,500000000.0
Other Stockholder Equity,-153000000.0,-158000000.0,-141000000.0,-121000000.0,-131000000.0,-137000000.0,-177000000.0,-195000000.0,-224000000.0
Property Plant Equipment,1974000000.0,2004000000.0,2007000000.0,2031000000.0,2081000000.0,2116000000.0,2138000000.0,2220000000.0,2272000000.0
Total Current Assets,7387000000.0,8146000000.0,7384000000.0,8078000000.0,8619000000.0,8669000000.0,7476000000.0,7908000000.0,8489000000.0
Net Tangible Assets,-471000000.0,1163000000.0,-28000000.0,352000000.0,1019000000.0,309000000.0,-763000000.0,-466000000.0,69000000.0
Short Term Investments,1497000000.0,1514000000.0,1511000000.0,1518000000.0,1541000000.0,1954000000.0,1962000000.0,1934000000.0,1894000000.0
Net Receivables,1318000000.0,1398000000.0,1520000000.0,1477000000.0,1545000000.0,1878000000.0,1685000000.0,1588000000.0,1723000000.0
Long Term Debt,4116000000.0,4117000000.0,4119000000.0,4120000000.0,4122000000.0,4123000000.0,3626000000.0,3627000000.0,3627000000.0
Accounts Payable,229000000.0,306000000.0,254000000.0,312000000.0,331000000.0,312000000.0,295000000.0,366000000.0,316000000.0
Deferred Long Term Liab,,352000000.0,,,,406000000.0,,,
