,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,973000000.0,909000000.0,1003000000.0,963000000.0
Capital Surplus,1654000000.0,1715000000.0,1790000000.0,1848000000.0
Total Liab,9911000000.0,10803000000.0,11272000000.0,13635000000.0
Total Stockholder Equity,7259000000.0,7348000000.0,7507000000.0,8062000000.0
Minority Interest,905000000.0,911000000.0,958000000.0,927000000.0
Other Current Liab,1031000000.0,1249000000.0,1388000000.0,1447000000.0
Total Assets,18075000000.0,19062000000.0,19737000000.0,22624000000.0
Common Stock,556000000.0,556000000.0,556000000.0,556000000.0
Retained Earnings,11464000000.0,12917000000.0,14416000000.0,15419000000.0
Other Liab,2646000000.0,2822000000.0,3054000000.0,3324000000.0
Good Will,1082000000.0,1126000000.0,1286000000.0,1293000000.0
Treasury Stock,-6415000000.0,-7840000000.0,-9255000000.0,-9761000000.0
Other Assets,2009000000.0,1891000000.0,2083000000.0,2337000000.0
Cash,1369000000.0,1303000000.0,1129000000.0,3401000000.0
Total Current Liabilities,5677000000.0,6384000000.0,6260000000.0,6335000000.0
Deferred Long Term Asset Charges,306000000.0,410000000.0,441000000.0,479000000.0
Short Long Term Debt,63000000.0,15000000.0,19000000.0,50000000.0
Other Stockholder Equity,-1510000000.0,-1812000000.0,-2030000000.0,-1982000000.0
Property Plant Equipment,3927000000.0,4096000000.0,4741000000.0,4693000000.0
Total Current Assets,8928000000.0,9818000000.0,9387000000.0,11897000000.0
Long Term Investments,1156000000.0,1222000000.0,1237000000.0,1441000000.0
Net Tangible Assets,5204000000.0,5313000000.0,5218000000.0,5806000000.0
Short Term Investments,198000000.0,222000000.0,341000000.0,461000000.0
Net Receivables,3770000000.0,3983000000.0,3861000000.0,3992000000.0
Long Term Debt,1467000000.0,1495000000.0,1510000000.0,3572000000.0
Inventory,3166000000.0,3759000000.0,3486000000.0,3425000000.0
Accounts Payable,2579000000.0,2822000000.0,2534000000.0,2820000000.0
