,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,1017000000.0,990000000.0,963000000.0,964000000.0,942000000.0,921000000.0,900000000.0,,1054000000.0
Capital Surplus,1797000000.0,1829000000.0,1848000000.0,1837000000.0,1849000000.0,1856000000.0,1871000000.0,1855000000.0,1867000000.0
Total Liab,12184000000.0,12927000000.0,13635000000.0,13931000000.0,13815000000.0,14060000000.0,14309000000.0,,14822000000.0
Total Stockholder Equity,7192000000.0,7700000000.0,8062000000.0,8109000000.0,7866000000.0,8082000000.0,8474000000.0,,8738000000.0
Minority Interest,938000000.0,941000000.0,927000000.0,922000000.0,927000000.0,921000000.0,927000000.0,,917000000.0
Other Current Liab,1294000000.0,1288000000.0,1447000000.0,1490000000.0,1558000000.0,1592000000.0,1717000000.0,1910000000.0,1819000000.0
Total Assets,20314000000.0,21568000000.0,22624000000.0,22962000000.0,22608000000.0,23063000000.0,23710000000.0,,24477000000.0
Common Stock,556000000.0,556000000.0,556000000.0,556000000.0,556000000.0,556000000.0,556000000.0,556000000.0,556000000.0
Retained Earnings,14811000000.0,15118000000.0,15419000000.0,15825000000.0,16228000000.0,16555000000.0,16741000000.0,,17450000000.0
Other Liab,3187000000.0,3206000000.0,3324000000.0,3308000000.0,3254000000.0,3265000000.0,3301000000.0,3344000000.0,3232000000.0
Good Will,1284000000.0,1288000000.0,1293000000.0,1290000000.0,1291000000.0,1289000000.0,1287000000.0,,1391000000.0
Treasury Stock,-9972000000.0,-9803000000.0,-9761000000.0,-10109000000.0,-10767000000.0,-10885000000.0,-10694000000.0,,-11135000000.0
Other Assets,2750000000.0,2723000000.0,2337000000.0,2294000000.0,2318000000.0,2350000000.0,2810000000.0,2910000000.0,2907000000.0
Cash,1751000000.0,2967000000.0,3401000000.0,2958000000.0,2481000000.0,2588000000.0,2592000000.0,,2462000000.0
Total Current Liabilities,6916000000.0,5709000000.0,6335000000.0,6660000000.0,6604000000.0,6861000000.0,7084000000.0,,7671000000.0
Deferred Long Term Asset Charges,,,479000000.0,439000000.0,436000000.0,411000000.0,428000000.0,494000000.0,525000000.0
Short Long Term Debt,66000000.0,58000000.0,50000000.0,61000000.0,57000000.0,55000000.0,45000000.0,,65000000.0
Other Stockholder Equity,-2243000000.0,-2107000000.0,-1982000000.0,-1937000000.0,-1929000000.0,-1911000000.0,-1571000000.0,,-1696000000.0
Property Plant Equipment,4067000000.0,4087000000.0,4693000000.0,4662000000.0,4632000000.0,4640000000.0,4866000000.0,4821000000.0,4819000000.0
Total Current Assets,9834000000.0,11062000000.0,11897000000.0,12122000000.0,11931000000.0,12320000000.0,12309000000.0,,12762000000.0
Long Term Investments,1362000000.0,1418000000.0,1441000000.0,1630000000.0,1494000000.0,1543000000.0,1538000000.0,,1544000000.0
Net Tangible Assets,4891000000.0,5422000000.0,5806000000.0,5855000000.0,5633000000.0,5872000000.0,6287000000.0,,6293000000.0
Short Term Investments,353000000.0,345000000.0,461000000.0,397000000.0,438000000.0,430000000.0,595000000.0,,536000000.0
Net Receivables,3441000000.0,3628000000.0,3992000000.0,4209000000.0,4132000000.0,4152000000.0,4091000000.0,,4156000000.0
Long Term Debt,1654000000.0,3603000000.0,3572000000.0,3531000000.0,3536000000.0,3518000000.0,3523000000.0,3490000000.0,3521000000.0
Inventory,3655000000.0,3470000000.0,3425000000.0,3753000000.0,4076000000.0,4322000000.0,4355000000.0,,4765000000.0
Accounts Payable,2281000000.0,2597000000.0,2820000000.0,3279000000.0,3172000000.0,3210000000.0,3021000000.0,,3405000000.0
