,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,32225000000.0,31697000000.0,31142000000.0,30639000000.0,30080000000.0,29545000000.0,29026000000.0,28543000000.0
Capital Surplus,46259000000.0,46371000000.0,46496000000.0,46710000000.0,46978000000.0,47116000000.0,47360000000.0,47660000000.0
Total Liab,167140000000.0,163786000000.0,161014000000.0,158442000000.0,157599000000.0,160273000000.0,157618000000.0,158733000000.0
Total Stockholder Equity,68022000000.0,68807000000.0,69389000000.0,70850000000.0,73244000000.0,74308000000.0,75075000000.0,73830000000.0
Minority Interest,333000000.0,305000000.0,312000000.0,314000000.0,321000000.0,310000000.0,306000000.0,310000000.0
Other Current Liab,20899000000.0,21288000000.0,21771000000.0,22336000000.0,23246000000.0,23704000000.0,24121000000.0,24177000000.0
Total Assets,235495000000.0,232898000000.0,230715000000.0,229606000000.0,231164000000.0,234891000000.0,232999000000.0,232873000000.0
Common Stock,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0
Other Current Assets,6002000000.0,5830000000.0,5277000000.0,5458000000.0,5291000000.0,5319000000.0,5292000000.0,5530000000.0
Retained Earnings,48768000000.0,49328000000.0,49640000000.0,51203000000.0,53331000000.0,54264000000.0,54906000000.0,56488000000.0
Other Liab,21353000000.0,21701000000.0,21033000000.0,20481000000.0,20485000000.0,20276000000.0,19663000000.0,19104000000.0
Good Will,80057000000.0,79579000000.0,79552000000.0,79552000000.0,79552000000.0,79121000000.0,79121000000.0,79060000000.0
Treasury Stock,-27022000000.0,-26909000000.0,-26764000000.0,-27080000000.0,-27082000000.0,-27089000000.0,-27208000000.0,-30335000000.0
Other Assets,9321000000.0,9362000000.0,9505000000.0,9518000000.0,9697000000.0,9780000000.0,9801000000.0,9547000000.0
Cash,14869000000.0,9256000000.0,7854000000.0,5598000000.0,7119000000.0,9826000000.0,9408000000.0,8442000000.0
Total Current Liabilities,63694000000.0,62044000000.0,62017000000.0,60104000000.0,59311000000.0,64709000000.0,67807000000.0,69780000000.0
Short Long Term Debt,8192000000.0,5443000000.0,5407000000.0,2422000000.0,60000000.0,1561000000.0,4155000000.0,4217000000.0
Other Stockholder Equity,1184000000.0,1226000000.0,1385000000.0,993000000.0,1141000000.0,1048000000.0,936000000.0,-219000000.0
Property Plant Equipment,32792000000.0,32833000000.0,33335000000.0,33153000000.0,33140000000.0,33233000000.0,32018000000.0,31645000000.0
Total Current Assets,62506000000.0,59211000000.0,56369000000.0,55719000000.0,56559000000.0,60842000000.0,60008000000.0,61483000000.0
Long Term Investments,18594000000.0,20216000000.0,20812000000.0,21025000000.0,22136000000.0,22370000000.0,23025000000.0,22595000000.0
Net Tangible Assets,-44260000000.0,-42469000000.0,-41305000000.0,-39341000000.0,-36388000000.0,-34358000000.0,-33072000000.0,-33773000000.0
Short Term Investments,2596000000.0,2831000000.0,3000000000.0,3190000000.0,3006000000.0,3015000000.0,3117000000.0,2900000000.0
Net Receivables,22520000000.0,23816000000.0,21742000000.0,23855000000.0,24164000000.0,25283000000.0,24431000000.0,26451000000.0
Long Term Debt,62479000000.0,60516000000.0,58157000000.0,59270000000.0,59294000000.0,55625000000.0,50721000000.0,52063000000.0
Inventory,16519000000.0,17478000000.0,18496000000.0,17618000000.0,16979000000.0,17399000000.0,17760000000.0,18160000000.0
Accounts Payable,9919000000.0,11677000000.0,11138000000.0,10804000000.0,11052000000.0,12696000000.0,12544000000.0,12738000000.0
