,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,2213000000.0,-713000000.0,-2083000000.0,-1857000000.0,1956000000.0,-3827000000.0,-2951000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-47000000.0,-1783000000.0,-2487000000.0,-376000000.0,4362000000.0,-3197000000.0,-4751000000.0
Net Borrowings,-2810000000.0,-570000000.0,-863000000.0,-1047000000.0,-2572000000.0,554000000.0,-809000000.0
Total Cash From Financing Activities,4361000000.0,1216000000.0,2743000000.0,2481000000.0,-795000000.0,-890000000.0,31000000.0
Change To Operating Activities,-307000000.0,34000000.0,-504000000.0,-754000000.0,649000000.0,198000000.0,244000000.0
Net Income,150000000.0,303000000.0,316000000.0,532000000.0,-15000000.0,377000000.0,403000000.0
Change In Cash,4526000000.0,-18000000.0,320000000.0,1994000000.0,4666000000.0,-3510000000.0,-4223000000.0
Repurchase Of Stock,-13000000.0,-5000000.0,-5000000.0,-5000000.0,-500000000.0,-500000000.0,-150000000.0
Total Cash From Operating Activities,212000000.0,549000000.0,64000000.0,-111000000.0,1099000000.0,577000000.0,497000000.0
Depreciation,59000000.0,80000000.0,109000000.0,71000000.0,203000000.0,25000000.0,92000000.0
Other Cashflows From Investing Activities,-14000000.0,13000000.0,33000000.0,21000000.0,97000000.0,-20000000.0,-7000000.0
Dividends Paid,-171000000.0,-171000000.0,-183000000.0,-188000000.0,-186000000.0,-266000000.0,-248000000.0
Other Cashflows From Financing Activities,6861000000.0,1463000000.0,3782000000.0,3236000000.0,1958000000.0,-79000000.0,1338000000.0
Change To Netincome,319000000.0,141000000.0,151000000.0,29000000.0,304000000.0,-39000000.0,-273000000.0
Capital Expenditures,-38000000.0,-33000000.0,-37000000.0,-22000000.0,-77000000.0,-58000000.0,-90000000.0
Issuance Of Stock,,5000000.0,5000000.0,5000000.0,5000000.0,,
